CD_CLIENTE,telemetria_moduloid_moda,telemetria_productlineid_moda,telemetria_slotid_moda,telemetria_statuslicenca_moda,telemetria_contagem
TEZND8,4,2,4000,Desconectado,394
TEZNF2,98,2,4134,,8
TEZNGU,5625,6,4000,Desconectado,4514
TEZNI2,602,11,602,Conectado,1673
TEZNI8,2,2,4000,Desconectado,9405
TEZNIP,5,2,4000,Desconectado,2054
TEZNIQ,5,2,4022,Desconectado,993
TEZNJR,4093,2,4001,Desconectado,3433
TEZNJY,5,2,4016,Desconectado,271
TEZNK3,6,2,4024,Desconectado,412
TEZNKM,10,2,4000,Desconectado,584
TEZNKW,5,2,4016,Desconectado,2182
TEZNLE,10,2,4000,Desconectado,194
TEZNMY,6,2,4000,Desconectado,93
TEZNRD,4091,0,4091,Negado,8
TEZNRH,2,2,4024,Desconectado,1926
TEZNT0,520,3,0,Desconectado,1438
TEZNUY,516,3,0,Desconectado,3930
TEZNWC,2,2,4016,Desconectado,529
TEZNX8,501,3,0,Desconectado,321
TEZNXL,5,2,4016,Desconectado,50
TEZNYK,43,2,4016,Desconectado,1556
TEZNZ2,6,2,4000,Desconectado,93
TEZNZ3,1,2,4016,Desconectado,67
TEZNZC,2,2,4000,Desconectado,2959
TEZO13,516,3,0,Desconectado,832
TEZOAL,9,2,4134,,4
TEZOAY,6,2,4016,Desconectado,270
TEZOCJ,2,2,4024,Desconectado,678
TEZODN,6,2,4000,Desconectado,3114
TEZODU,619,11,619,Conectado,1226
TEZOF2,7,2,4145,Desconectado,78
TEZOF5,7,2,4145,Desconectado,326
TEZOHE,7,2,4000,Desconectado,751
TEZOHJ,5,2,4000,Desconectado,509
TEZOHM,4012,0,0,Desconectado,91
TEZOI3,6,2,4000,Desconectado,1737
TEZOJM,10,2,4000,Desconectado,5869
TEZOKY,5,2,4016,Desconectado,1370
TEZOLS,6,2,4024,Desconectado,1736
TEZOLU,805,13,805,Conectado,3550
TEZOMO,4093,2,4016,Desconectado,884
TEZOOD,14,2,4016,Desconectado,10073
TEZOOJ,99,2,0,Desconectado,2
TEZOOL,9,2,4134,,11
TEZOOO,5,2,4024,Desconectado,11663
TEZOOU,5610,6,4000,Desconectado,24264
TEZORG,9,2,4016,Desconectado,14
TEZOS8,46,2,0,Desconectado,5564
TEZOSP,99,2,0,Desconectado,2
TEZOUC,2,2,4024,Desconectado,3528
TEZOVP,6,2,4022,Desconectado,379
TEZOW5,6,2,4133,Desconectado,835
TEZOWC,14,2,0,Desconectado,2234
TEZOWF,43,2,4000,Desconectado,1832
TEZPE3,6,2,4016,Desconectado,47
TEZPEH,5,2,4173,Desconectado,10150
TEZPF0,5,2,4016,Desconectado,124
TEZPF5,5,2,4024,Desconectado,211
TEZPGH,4,2,4016,Desconectado,229
TEZPGR,805,13,805,Conectado,4498
TEZPH4,6,2,4016,Desconectado,1145
TEZQD9,5,2,0,Desconectado,6149
TEZQDF,520,3,0,Desconectado,7532
TEZSNN,4093,2,4001,Desconectado,2705
TEZSNS,4,2,4132,Desconectado,421
TEZSO4,5,2,4000,Desconectado,3687
TEZSOI,6,2,4016,Desconectado,1706
TEZSOM,5,2,4017,Desconectado,7769
TEZSOY,516,3,0,Desconectado,6011
TEZSP1,507,3,0,Desconectado,8
TEZSPO,516,3,0,Desconectado,85
TEZSQ7,12,2,4000,Desconectado,366
TEZSQA,524,3,0,Desconectado,1321
TEZSQB,711,9,3501,Desconectado,2867
TEZSQV,2,2,4016,Desconectado,740
TEZSRE,619,11,619,Conectado,386
TEZSRH,5,2,4016,Desconectado,214
TEZUKA,4,2,4000,Desconectado,413
TEZUNZ,84,2,4016,Desconectado,162
TEZUOA,7,2,4145,Desconectado,6229
TEZUOW,6,2,4016,Desconectado,111
TEZUPG,6,2,4016,Desconectado,883
TEZUSY,5625,6,4000,Desconectado,3269
TEZUT6,533,3,533,Desconectado,15696
TEZUTH,815,13,815,Conectado,7237
TEZUU2,4,2,4016,Desconectado,676
TEZUUI,5,2,4016,Desconectado,427
TEZUUO,4093,2,0,Desconectado,1806
TEZUUP,5,2,4016,Desconectado,505
TEZUUU,601,11,601,Conectado,440
TEZUUX,5,2,4016,Desconectado,628
TEZVOV,519,3,0,Desconectado,4175
TEZVOX,516,3,0,Desconectado,462
TF0597,9,2,4134,,4
TF1240,4012,0,0,Desconectado,57
TF1244,5,2,4016,Desconectado,1952
TF1264,533,3,533,Desconectado,2745
TF1272,10,2,4016,Desconectado,1418
TF1281,602,11,602,Conectado,888
TF2240,616,11,616,Conectado,571
TF6007,5,2,4000,Desconectado,131
TF6011,619,11,619,Conectado,254
TFA388,520,3,0,Desconectado,519
TFA753,2,2,4016,Desconectado,748
TFAAP9,635,11,635,Conectado,931
TFAAZF,5,2,4016,Desconectado,745
TFAAZL,6,2,4000,Desconectado,524
TFAB04,5,2,4016,Desconectado,7186
TFAB06,5,2,4016,Desconectado,146
TFACV9,4093,2,4016,Desconectado,20
TFACVD,99,2,0,Desconectado,4
TFACVG,602,11,602,Conectado,1357
TFAEAJ,602,11,602,Conectado,533
TFAELN,5629,6,4000,Desconectado,3489
TFAFF3,99,2,0,Desconectado,4
TFAGPC,4093,2,4016,Desconectado,45
TFAGPE,520,3,0,Desconectado,259
TFAIE7,4012,0,0,Desconectado,51
TFAIEA,4093,2,4093,Negado,39
TFAIK3,5,2,4000,Desconectado,3114
TFAIKL,10,2,4000,Desconectado,4106
TFAIKM,4,2,4024,Desconectado,1146
TFAIL1,7,2,4145,Desconectado,4695
TFAIMA,5,2,4016,Desconectado,544
TFAIMB,4012,0,0,Desconectado,45
TFAIMQ,12,2,4016,Desconectado,14131
TFALI4,5,2,4024,Desconectado,2394
TFALIA,2,2,4016,Desconectado,313
TFALIE,5,2,4024,Desconectado,622
TFAOX1,5553,6,0,Desconectado,2
TFATQU,5,2,4024,Desconectado,1062
TFBAOA,613,11,613,Conectado,225
TFBEAM,6,2,4024,Desconectado,1997
TFBEAQ,2,2,4016,Desconectado,1065
TFBER2,602,11,602,Conectado,733
TFBER3,6,2,4016,Desconectado,2522
TFBESF,5,2,4016,Desconectado,241
TFBESL,2,2,4000,Desconectado,608
TFBESR,9,2,4134,,6
TFBESX,602,11,602,Conectado,626
TFBFQ1,4,2,4024,Desconectado,2349
TFBGUI,4,2,4016,Desconectado,169
TFBIP8,5,2,4024,Desconectado,425
TFBJDS,34,2,4016,Desconectado,25
TFBJN5,5,2,4000,Desconectado,2048
TFBJPE,516,3,0,Desconectado,447
TFBJPF,10,2,4024,Desconectado,4434
TFBJPR,99,2,0,Desconectado,2
TFBJPS,516,3,0,Desconectado,2404
TFBJR5,602,11,602,Conectado,681
TFBJRL,5,2,4016,Desconectado,344
TFBJS3,84,2,4024,Desconectado,456
TFBJTR,5,2,4000,Desconectado,760
TFBJUW,9,2,4134,,2
TFBJWN,6,2,4000,Desconectado,601
TFBJX0,818,13,818,Conectado,87
TFBJZ7,602,11,602,Conectado,541
TFBJZI,515,3,515,Desconectado,6427
TFBJZK,5,2,4000,Desconectado,3688
TFBK21,4093,2,4016,Desconectado,4974
TFBK42,34,2,4000,Desconectado,104
TFBK43,602,11,602,Conectado,166
TFBK72,5,2,4000,Desconectado,2578
TFBKAL,506,3,0,Desconectado,285
TFBKB2,5,2,4016,Desconectado,447
TFBKBH,805,13,805,Conectado,1720
TFBKBW,815,13,815,Conectado,991
TFBKDA,602,11,602,Conectado,267
TFBKDD,5632,6,4000,Desconectado,6706
TFBKDW,2,2,4000,Desconectado,2590
TFBKE0,5,2,4016,Desconectado,1595
TFBKGN,533,3,4001,Desconectado,553
TFBKHT,6,2,4000,Desconectado,631
TFBKI1,531,3,533,Desconectado,156055
TFBKI9,4,2,4016,Desconectado,4416
TFBKIA,5,2,4016,Desconectado,1926
TFBKIP,534,3,534,Desconectado,22902
TFBKJR,6,2,4133,Desconectado,667
TFBKJV,519,3,0,Desconectado,4276
TFBKKL,2,2,4024,Desconectado,1327
TFBKN0,613,11,613,Conectado,40
TFBKNV,635,11,635,Conectado,253
TFBKOS,516,3,0,Desconectado,404
TFBKP7,516,3,0,Desconectado,309
TFBKQ7,805,13,805,Conectado,3959
TFBKQA,805,13,805,Conectado,11042
TFBKQI,805,13,805,Conectado,1059
TFBKQP,805,13,805,Conectado,975
TFBKQU,810,13,810,Conectado,220
TFBKR3,805,13,805,Conectado,1673
TFBKR8,818,13,818,Conectado,236
TFBKR9,819,13,819,Conectado,11226
TFBKRU,5508,2,4016,Desconectado,2029
TFBKS2,6,2,4024,Desconectado,1865
TFBKSZ,9,2,4134,,2
TFBKTY,73,2,4000,Desconectado,328
TFBKU3,613,11,613,Conectado,507
TFBKVJ,818,13,818,Conectado,204
TFBKWH,805,13,805,Conectado,510
TFBKWZ,805,13,805,Conectado,2109
TFBKX1,805,13,805,Conectado,2467
TFBKX2,818,13,818,Conectado,13920
TFBKXA,805,13,805,Conectado,3008
TFBKXO,805,13,805,Conectado,756
TFBKZ9,5209,6,0,Desconectado,23895
TFBLAC,9,2,4118,Desconectado,160
TFBLB3,6,2,4016,Desconectado,2174
TFBLBK,602,11,602,Conectado,441
TFBLBY,5631,6,4000,Desconectado,9011
TFBLCB,2,2,4000,Desconectado,1506
TFBLCS,6,2,4016,Desconectado,255
TFBLDN,5,2,4000,Desconectado,2115
TFBLFM,519,3,0,Desconectado,1547
TFBLFX,533,3,533,Desconectado,74730
TFBLG2,5631,6,4016,Desconectado,8254
TFBLI3,611,11,611,Conectado,295
TFBLIB,604,11,604,Conectado,3
TFBLID,6,2,4016,Desconectado,1238
TFBLJ3,5,2,4000,Desconectado,8493
TFBLJO,200,2,4001,Desconectado,1196
TFBLKB,602,11,602,Conectado,395
TFBLKJ,516,3,0,Desconectado,181
TFBLLW,5,2,4016,Desconectado,155
TFBLMY,7,2,4145,Desconectado,369
TFBLN2,533,3,533,Desconectado,16728
TFBLNO,531,3,0,Desconectado,4453
TFBLNY,602,11,602,Conectado,769
TFBLO2,39,2,4000,Desconectado,956
TFBLO7,519,3,0,Desconectado,751
TFBLP9,9,2,4134,,2
TFBLQH,2,2,4016,Desconectado,157
TFBLRG,5,2,4016,Desconectado,361
TFBLRW,6,2,0,Desconectado,4976
TFBLTE,5,2,4000,Desconectado,1538
TFBLUM,805,13,805,Conectado,6160
TFBLW3,2,2,4017,Desconectado,6
TFBLX1,5,2,4022,Desconectado,509
TFBLX3,5617,6,4000,Desconectado,3161
TFBMLW,604,11,604,Conectado,26
TFBMMJ,722,9,3502,Desconectado,65729
TFBMX4,616,11,616,Conectado,963
TFBN50,4012,11,0,Conectado,139
TFBNBL,738,9,3502,Desconectado,6859
TFBNDD,604,11,604,Conectado,70
TFBNI1,805,13,805,Conectado,8729
TFBNNV,2,2,4000,Desconectado,24
TFBNZV,607,11,607,Conectado,77
TFBOHB,602,11,602,Conectado,379
TFBOL3,819,13,819,Conectado,4087
TFBOM4,531,3,0,Desconectado,11992
TFBPRZ,533,3,533,Desconectado,9279
TFBPSA,6,2,0,Desconectado,453
TFBPUA,6,2,4024,Desconectado,1259
TFBQSN,604,11,604,Conectado,3
TFBQSX,602,11,602,Conectado,180
TFBQUH,602,11,602,Conectado,715
TFBQZU,516,3,0,Desconectado,60
TFBR10,5,2,4024,Desconectado,29194
TFBR19,5,2,4016,Desconectado,1255
TFBRBL,5,2,4016,Desconectado,687
TFBRC1,516,3,4016,Desconectado,559
TFBRCO,519,3,0,Desconectado,7583
TFBRF5,17,2,4107,Desconectado,1070
TFBRGH,2,2,4024,Desconectado,110
TFBRIU,98,2,4134,,4
TFBRJ4,601,11,601,Conectado,473
TFBRJW,6,2,4016,Desconectado,769
TFBRJZ,534,3,0,Desconectado,21838
TFBRK2,606,11,606,Conectado,799
TFBRLC,10,2,4000,Desconectado,244
TFBRLL,5075,1,4000,Desconectado,9679
TFBRM5,77,2,4000,Desconectado,385
TFBRNE,602,11,602,Conectado,653
TFBRNO,4,2,4024,Desconectado,12842
TFBRO8,12,2,4033,Desconectado,228
TFBRPG,602,11,602,Conectado,562
TFBRQB,533,3,4001,Desconectado,1069
TFBRQP,200,2,4016,Desconectado,6233
TFBSJ9,823,13,823,Conectado,354
TFBSJP,817,13,817,Conectado,15887
TFBSJX,805,13,805,Conectado,2901
TFBSKB,817,13,817,Conectado,35855
TFBSL7,818,13,818,Conectado,15915
TFBSL9,805,13,805,Conectado,8752
TFBSLI,805,13,805,Conectado,15042
TFBSLX,821,13,821,Conectado,636
TFBSMM,533,3,533,Desconectado,13866
TFBSMQ,805,13,805,Conectado,11752
TFBSNE,817,13,817,Conectado,14234
TFBSOJ,6,2,4016,Desconectado,862
TFBSQB,9,2,4134,,2
TFBSVB,10,2,4000,Desconectado,11457
TFBSVT,635,11,635,Conectado,111
TFBSWH,533,6,4000,Desconectado,69637
TFBSZW,533,3,4001,Desconectado,2674
TFBT24,516,3,0,Desconectado,607
TFBT40,6,2,4016,Desconectado,621
TFBTAN,506,3,0,Desconectado,368
TFBTEW,5,2,4024,Desconectado,3256
TFBTF3,9,2,4134,,2
TFBTHK,5,2,4000,Desconectado,1288
TFBTIH,533,3,4001,Desconectado,13386
TFBTMT,7,2,4016,Desconectado,719
TFBTO8,520,3,0,Desconectado,1944
TFBTPH,5,2,4016,Desconectado,469
TFBTSM,7,2,4017,Desconectado,3328
TFBTU3,5,2,4024,Desconectado,1559
TFBTU4,7,2,4016,Desconectado,3467
TFBTUJ,5,2,4173,Desconectado,1254
TFBTUO,805,13,805,Conectado,13277
TFBTVF,9,2,4134,Desconectado,18
TFBTYK,533,3,533,Desconectado,2085
TFBU18,602,11,602,Conectado,655
TFBU74,2,2,4000,Desconectado,4276
TFBU92,613,11,613,Conectado,168
TFBUA5,5,2,4000,Desconectado,2210
TFBUAI,200,2,4001,Desconectado,963
TFBUCB,620,11,620,Conectado,89
TFBUEW,604,11,604,Conectado,9
TFBUH5,818,13,818,Conectado,358
TFBUHO,604,11,604,Conectado,46
TFBW25,519,3,0,Desconectado,1396
TFBW81,84,2,4016,Desconectado,111
TFBW84,99,2,0,Desconectado,4
TFBWAQ,533,3,533,Desconectado,6454
TFBWAT,506,3,4017,Desconectado,236
TFBWB0,5,2,4016,Desconectado,432
TFBWFU,98,2,4134,,4
TFBWG8,520,3,4024,Desconectado,302
TFBWIL,4012,2,0,Desconectado,97
TFBWKB,604,11,604,Conectado,18
TFBWMA,533,3,533,Desconectado,165857
TFBWO7,602,11,602,Conectado,1378
TFBWQT,619,11,619,Conectado,169
TFBWZ2,2,2,4016,Desconectado,4103
TFBX19,6,2,4016,Desconectado,17719
TFBX21,4,2,4024,Desconectado,2571
TFBXA3,519,3,0,Desconectado,1691
TFBXMJ,6,2,4024,Desconectado,1831
TFBYDV,7,2,4025,Desconectado,330
TFBYIB,99,2,0,Desconectado,14
TFBYMR,516,3,0,Desconectado,80
TFBYN7,533,3,533,Desconectado,1094
TFBYNZ,520,3,0,Desconectado,7594
TFBYR1,602,11,602,Conectado,861
TFBYS9,200,2,4001,Desconectado,18609
TFBYUA,805,13,805,Conectado,361
TFBYYH,818,13,818,Conectado,4285
TFBYZE,620,11,620,Conectado,37
TFBYZG,2,2,4016,Desconectado,1911
TFBZ62,519,3,0,Desconectado,27652
TFBZAA,534,3,4001,Desconectado,4344
TFBZBR,602,11,602,Conectado,334
TFBZBU,2,2,4000,Desconectado,1583
TFBZGS,3033,2,4016,Desconectado,6232
TFBZGV,5087,2,4000,Desconectado,4567
TFBZLC,5,2,4017,Desconectado,6
TFBZMO,200,2,4026,Desconectado,1112
TFBZNE,533,3,533,Desconectado,240533
TFBZO6,216,2,4016,Desconectado,674
TFBZOR,613,11,613,Conectado,39
TFBZPK,28,2,4000,Desconectado,2653
TFBZQ5,6,2,4016,Desconectado,767
TFBZRY,613,11,613,Conectado,78
TFBZSP,2,2,4000,Desconectado,2345
TFBZT8,602,11,602,Conectado,139
TFBZTU,4,2,4016,Desconectado,317
TFBZTX,602,11,602,Conectado,320
TFBZU1,818,13,818,Conectado,1676
TFBZUS,2,2,4024,Desconectado,566
TFBZW5,606,11,606,Conectado,395
TFBZW9,200,2,4001,Desconectado,849
TFBZWB,533,3,4001,Desconectado,977
TFBZWP,5,2,0,Desconectado,22
TFBZWT,607,11,607,Conectado,591
TFBZYE,533,3,533,Desconectado,2280
TFBZZC,501,2,4024,Desconectado,3871
TFC071,4,2,0,Desconectado,2520
TFC146,6,2,4024,Desconectado,1
TFC318,5503,6,4004,Desconectado,9400
TFC440,6,2,4000,Desconectado,11930
TFC462,501,3,0,Desconectado,953
TFC468,5087,1,4000,Desconectado,3069
TFC486,805,13,805,Conectado,2611
TFC490,5553,6,4037,Desconectado,52
TFC527,616,11,616,Conectado,1823
TFC829,516,3,0,Desconectado,3562
TFC835,805,13,805,Conectado,805
TFCA40,738,9,4050,Desconectado,217472
TFCAB2,6,2,4017,Desconectado,5973
TFCACG,805,13,805,Conectado,6187
TFCADA,4092,2,0,Desconectado,50
TFCAFR,4,2,4024,Desconectado,3850
TFCAI9,513,3,0,Desconectado,2468
TFCAM4,6,2,4000,Desconectado,119
TFCANY,516,3,0,Desconectado,5002
TFCAO3,4007,0,4007,Desconectado,119
TFCAO8,5,2,4024,Desconectado,3257
TFCAPX,6,2,4000,Desconectado,114
TFCAR4,4093,2,0,Desconectado,29746
TFCAR6,4,2,4017,Desconectado,277
TFCATG,602,11,602,Conectado,335
TFCAW0,533,3,4001,Desconectado,1422
TFCAXW,818,13,818,Conectado,9569
TFCAXX,520,3,0,Desconectado,980
TFCAY0,67,2,4017,Desconectado,2852
TFCAYV,34,2,4017,Desconectado,507
TFCAYX,4012,0,0,Desconectado,48
TFCAZ9,601,11,601,Conectado,594
TFCB06,5629,6,4000,Desconectado,2278
TFCB37,6,2,4024,Desconectado,2702
TFCB99,5,2,4000,Desconectado,966
TFCBA0,2,2,4118,Desconectado,992
TFCBA1,817,13,817,Conectado,5000
TFCBDZ,817,13,817,Conectado,6205
TFCBHL,602,11,602,Conectado,895
TFCBHP,5629,6,4000,Desconectado,11764
TFCBI4,4,2,4000,Desconectado,3799
TFCBJU,605,11,605,Conectado,180
TFCBLJ,635,11,635,Conectado,1578
TFCBMZ,635,11,635,Conectado,118
TFCBN5,520,3,0,Desconectado,2736
TFCBR1,7,2,4000,Desconectado,2358
TFCBR7,605,11,605,Conectado,221
TFCBRV,601,11,601,Conectado,896
TFCBRY,6,2,4017,Desconectado,71
TFCBTL,818,13,818,Conectado,155
TFCBU4,818,13,818,Conectado,166
TFCBV4,818,13,818,Conectado,247
TFCBVS,12,2,4000,Desconectado,3442
TFCBWV,818,13,818,Conectado,170
TFCBWY,818,13,818,Conectado,130
TFCBX0,818,13,818,Conectado,156
TFCC16,501,3,0,Desconectado,88
TFCC63,606,11,606,Conectado,114
TFCC64,516,3,0,Desconectado,460
TFCCME,5721,8,4100,Desconectado,1634
TFCCRW,805,13,805,Conectado,1346
TFCCWQ,2,2,4024,Desconectado,2958
TFCD80,5,2,4016,Desconectado,879
TFCD81,506,3,4000,Negado,152
TFCDA6,4093,2,4017,Desconectado,437
TFCDFH,602,11,602,Conectado,563
TFCDG4,5631,6,4132,Desconectado,10939
TFCDJX,602,11,602,Conectado,661
TFCDKX,506,3,4017,Desconectado,196
TFCDQN,818,13,818,Conectado,14709
TFCDRK,602,11,602,Conectado,718
TFCDRM,611,11,611,Conectado,38
TFCDUN,533,3,4177,Desconectado,11399
TFCDUY,10,2,4000,Desconectado,4134
TFCDV0,635,11,635,Conectado,1228
TFCDW5,98,2,4134,,12
TFCDWF,2,2,4000,Desconectado,2991
TFCDWZ,5,2,4024,Desconectado,4366
TFCDX2,602,11,602,Conectado,131
TFCDYY,46,2,4024,Desconectado,8940
TFCDZI,6,2,4000,Desconectado,1180
TFCEAC,817,13,817,Conectado,18026
TFCEE4,6,2,4000,Desconectado,710
TFCEGB,6,2,4024,Desconectado,282
TFCEGZ,2,2,4016,Desconectado,1459
TFCEIR,6,2,4022,Desconectado,1834
TFCEK4,12,2,0,Desconectado,1177
TFCEMY,43,2,4032,Desconectado,3775
TFCEPO,2,2,4024,Desconectado,927
TFCES4,9,2,4134,,10
TFCET3,4012,0,0,Desconectado,52
TFCETU,509,3,4024,Desconectado,62
TFCEVB,5087,1,4016,Desconectado,762
TFCEVV,821,13,821,Conectado,4132
TFCEZH,6,2,4022,Desconectado,171
TFCF92,5,2,4000,Desconectado,346
TFCFBZ,5,2,4000,Desconectado,492
TFCFCE,5,2,4000,Desconectado,5315
TFCFEA,604,11,604,Conectado,15
TFCFED,810,13,810,Conectado,1179
TFCFEH,533,3,4001,Desconectado,2542
TFCFEI,601,11,601,Conectado,855
TFCFJQ,506,3,4017,Desconectado,51
TFCFNQ,821,13,821,Conectado,5123
TFCFPA,4093,2,4001,Desconectado,330
TFCFPB,16,2,4026,Desconectado,353
TFCFT0,6,2,4000,Desconectado,1932
TFCFT6,523,3,4001,Desconectado,1637
TFCFTM,6,2,4000,Desconectado,976
TFCFUL,602,11,602,Conectado,722
TFCFUN,602,11,602,Conectado,963
TFCFV6,5,2,4024,Desconectado,4206
TFCFVF,5,2,4024,Desconectado,44
TFCFVQ,818,13,818,Conectado,7002
TFCFZD,605,11,605,Conectado,52
TFCGCK,602,11,602,Conectado,110
TFCGCT,6,2,4000,Desconectado,299
TFCGDQ,7,2,4017,Desconectado,247
TFCGLX,513,3,0,Desconectado,1101
TFCGMQ,5,2,4022,Desconectado,1668
TFCGND,6,2,4022,Desconectado,2494
TFCGOG,84,2,4024,Desconectado,102
TFCGOJ,5,2,4024,Desconectado,6710
TFCGOQ,5,2,4024,Desconectado,1332
TFCGS4,12,2,4154,Desconectado,225
TFCGWX,5629,6,4004,Desconectado,6542
TFCGYD,817,13,817,Conectado,3446
TFCH84,5508,6,4000,Desconectado,1581
TFCHAO,818,13,818,Conectado,441
TFCHB6,5,2,4024,Desconectado,689
TFCHC3,5200,6,4000,Desconectado,25394
TFCHFM,520,3,0,Desconectado,1869
TFCHGI,601,11,601,Conectado,1033
TFCHHC,5,2,4022,Desconectado,224
TFCHHS,5,2,4022,Desconectado,833
TFCHIL,10,2,0,Desconectado,4992
TFCHIQ,602,11,602,Conectado,138
TFCHIZ,602,11,602,Conectado,55
TFCHJ3,534,3,0,Desconectado,869
TFCHKM,200,2,4001,Desconectado,864
TFCHSV,608,11,608,Conectado,173
TFCHT0,4093,2,4000,Desconectado,20
TFCHUW,12,2,4024,Desconectado,7403
TFCHVB,217,2,3004,Desconectado,6254
TFCHW3,606,11,606,Conectado,406
TFCHXY,602,11,602,Conectado,835
TFCI28,534,3,4029,Desconectado,13071
TFCI62,4,2,4024,Desconectado,1206
TFCI97,5554,6,4000,Desconectado,5930
TFCIA2,534,3,4029,Desconectado,3683
TFCIE1,5,2,4024,Desconectado,904
TFCIF9,533,3,533,Desconectado,1953
TFCIN4,5,2,4024,Desconectado,1727
TFCINL,4012,0,0,Desconectado,40
TFCINP,5,2,4024,Desconectado,480
TFCIQU,635,11,635,Conectado,528
TFCIR5,602,11,602,Conectado,729
TFCISI,2,2,4031,Desconectado,1298
TFCIUB,99,2,0,Desconectado,4
TFCIVL,2,2,4024,Desconectado,4643
TFCIX5,4093,2,4093,Negado,22
TFCJDN,4,2,4024,Desconectado,4695
TFCJGR,6,2,4024,Desconectado,318
TFCJH3,613,11,613,Conectado,276
TFCJI2,5,2,4022,Desconectado,1270
TFCJJG,604,11,604,Conectado,21
TFCJJX,506,3,4000,Desconectado,92
TFCJKV,6,2,4000,Desconectado,507
TFCJLQ,4093,2,4001,Desconectado,17
TFCJM3,519,3,0,Desconectado,149
TFCJMB,602,11,602,Conectado,615
TFCJNS,602,11,602,Conectado,936
TFCJNX,533,3,533,Desconectado,1178
TFCJPH,6,2,4024,Desconectado,863
TFCJQH,5,2,4024,Desconectado,56
TFCJRT,200,2,0,Desconectado,1287
TFCJRW,6,2,4000,Desconectado,1188
TFCJSA,601,11,601,Conectado,1501
TFCJST,5087,2,4000,Desconectado,2228
TFCJWR,5,2,4000,Desconectado,329
TFCK80,601,11,601,Conectado,311
TFCKA4,2,2,4024,Desconectado,27487
TFCKB6,6,2,4024,Desconectado,1711
TFCKBL,2,2,4000,Desconectado,676
TFCKJQ,533,3,533,Desconectado,438
TFCKKV,519,3,0,Desconectado,520
TFCKL6,2,2,4024,Desconectado,1278
TFCKMG,818,13,818,Conectado,895
TFCKNF,602,11,602,Conectado,243
TFCKNR,6,2,4024,Desconectado,696
TFCKNS,6,2,4024,Desconectado,460
TFCKO6,516,3,0,Desconectado,591
TFCKOA,6,2,4024,Desconectado,800
TFCKON,5,2,4024,Desconectado,4416
TFCKOR,519,3,0,Desconectado,746
TFCKOY,632,11,632,Conectado,1129
TFCKR0,5629,6,4000,Desconectado,2571
TFCKV3,616,11,616,Conectado,1139
TFCKY0,602,11,602,Conectado,315
TFCLCO,5209,6,4000,Desconectado,4596
TFCLE7,2,2,4024,Desconectado,4079
TFCLEK,84,2,4024,Desconectado,712
TFCLET,519,3,0,Desconectado,181
TFCLHN,6,2,4000,Desconectado,1432
TFCLHU,534,3,534,Desconectado,64477
TFCLIZ,602,11,602,Conectado,173
TFCLKI,4012,0,0,Desconectado,49
TFCLKJ,619,11,619,Conectado,465
TFCLKN,6,2,4024,Desconectado,231
TFCLL0,602,11,602,Conectado,517
TFCLMQ,817,13,817,Conectado,13555
TFCLMW,6,2,4022,Desconectado,656
TFCLPP,818,13,818,Conectado,1822
TFCLR9,5,2,4024,Desconectado,1018
TFCLYM,818,13,818,Conectado,23611
TFCLZ6,200,2,4001,Desconectado,3082
TFCM79,6,2,4024,Desconectado,290
TFCM87,2,2,4000,Desconectado,352
TFCMCT,6,2,0,Desconectado,130
TFCME1,84,2,4026,Desconectado,761
TFCMEM,516,3,0,Desconectado,170
TFCMHF,533,3,533,Desconectado,4314
TFCMI4,9,2,4134,,8
TFCMI7,5,2,4022,Desconectado,382
TFCMNJ,805,13,805,Conectado,6629
TFCMPK,602,11,602,Conectado,1161
TFCMT0,533,2,533,Desconectado,4856
TFCMU7,2,2,4024,Desconectado,148
TFCMVL,5,2,4000,Desconectado,8501
TFCMVY,533,3,533,Desconectado,3192
TFCMVZ,6,2,4024,Desconectado,565
TFCMY9,506,3,0,Desconectado,691
TFCMYC,5,2,4024,Desconectado,478
TFCMYS,602,11,602,Conectado,926
TFCN04,519,3,0,Desconectado,5292
TFCN06,5,2,4024,Desconectado,418
TFCNAD,613,11,613,Conectado,794
TFCNH5,601,11,601,Conectado,389
TFCNJV,5,2,4000,Desconectado,542
TFCNP1,5,2,4022,Desconectado,3525
TFCNRR,200,2,4001,Desconectado,1271
TFCNSC,6,2,4024,Desconectado,118
TFCNSQ,817,13,817,Conectado,7128
TFCNTA,4093,2,4016,Desconectado,17
TFCNV6,2,2,4024,Desconectado,17
TFCNZA,602,11,602,Conectado,362
TFCO43,10,2,4024,Desconectado,4351
TFCOCB,6,2,4022,Desconectado,408
TFCOD9,99,2,0,Desconectado,4
TFCODW,722,9,3502,Desconectado,28355
TFCOFJ,6,2,4022,Desconectado,663
TFCOGG,602,11,602,Conectado,1299
TFCOH0,2,2,4024,Desconectado,1823
TFCOJN,602,11,602,Conectado,894
TFCOJY,602,11,602,Conectado,601
TFCOK9,604,11,604,Conectado,3
TFCOKA,5200,6,0,Desconectado,53834
TFCOKC,805,13,805,Conectado,1953
TFCOKH,602,11,602,Conectado,535
TFCOP7,533,3,533,Desconectado,1633
TFCOR5,602,11,602,Conectado,580
TFCOS3,5,2,4024,Desconectado,181
TFCOUZ,5,2,4024,Desconectado,3793
TFCOV2,520,3,4024,Desconectado,750
TFCOXM,602,11,602,Conectado,329
TFCOXY,5,2,4022,Desconectado,850
TFCP19,6,2,4000,Desconectado,1142
