CD_CLIENTE;DIAS_CLIENTE
TDC80C;1229
T38667;5080
TFBO96;7331
T58720;6078
TFCCN2;3510
TEZHSZ;4065
T04028;4868
TFDO72;815
TB0811;4157
TFCBUA;2517
T11382;5807
TDCEHX;3427
TFDSIP;545
T10752;8101
TEF131;2551
TB2667;5186
T02727;10125
T84703;6352
TB1486;5337
TDCCUO;1231
T15780;6894
T56320;5869
T07614;8849
T11071;8006
T49804;4906
T76547;5777
TFCVQO;1612
TEZHEC;4126
TDCCUC;1690
TEZBGP;4652
TFCYKV;1483
TFEDH5;268
T04083;5928
TEXSL6;4931
TA3402;4618
TFEDJG;264
TFBXIZ;2786
T22366;7543
TFDRSF;594
TFDGHS;1055
TFCSJL;1783
T03085;11595
TD2861;2678
TFBKZ9;2945
TCAG13;3862
T08822;11253
T01724;11007
TFEDMH;254
TEZIW1;3972
T62321;5882
T52843;6404
TEZJN6;5046
TFDHBR;1020
TFAGPC;3201
TFDRLU;606
TC7935;4063
TEXCTS;5102
TFBZPK;2645
TDCGRZ;1146
TFDQQG;7052
TDCECD;961
TFDOWW;759
TFDDR1;1179
TDCD2Z;2559
TFBYFK;8353
TDCG9B;906
TDCG00;727
TFECNB;307
TEYO45;4829
T13017;11197
TCASEN;3051
TFDCSM;1214
TDCGOA;482
TC5093;661
T59103;6095
TFCVVU;1606
TFDJJQ;905
T01487;11184
TEZHLC;4094
TFCD80;2487
TFDRDW;634
TDCH8V;1166
TDCDFV;1460
T76678;3408
T62248;5882
TFDJON;888
TFCY00;1511
TDCE4M;1411
TFDSJE;544
TEZKBB;3846
TDCGTK;1354
TDC05I;4069
TDCD2X;1460
TCBNZS;5667
T25951;7795
TFDQO2;669
TDCF6N;823
TB5330;2533
TFBLT8;2890
T08976;5345
TFECP9;304
TFEC18;328
TFEDTN;243
T35965;5756
TEZKPC;3798
TFDPUQ;723
TCBSJ2;2915
TFDECT;1427
TEZLNF;3721
TFBTQW;2858
TEZJEY;3933
TFCZD9;1453
TB1951;4867
TDCGBA;4689
TEZOJM;3432
TDCD7K;2859
TDCC4V;1528
TDCECX;1487
TFBXIC;3096
TFDUHB;461
T30059;5302
TFDDH9;1185
TFDQT0;662
TFDTCL;482
T41089;5555
T78102;3672
TEZLHI;3736
T49594;8910
TEXSIF;5528
TFCHIZ;2305
TCAPIM;3204
TEZFJN;4287
TFBZ62;2673
TFCSL8;1777
TFDFMF;1116
TCBHHI;3159
T16755;5906
TFCWF4;1585
TFDSG2;552
T13062;7549
TEZIIF;4009
TDCGJI;2425
TFDCQK;1216
TFCJWR;2207
TFD995;1423
TFCUK4;1682
TFCXLN;1530
TDCEUB;4430
TDCCJQ;2301
TFD960;1370
TFCPR8;1941
TA6052;5574
TEZEN7;4366
TFECXV;293
TDCD30;1395
TB2633;5177
TFCJMB;2216
TFDRQJ;599
TFDNYX;817
TDCE8A;523
T16579;6649
TFDOA9;814
TFCM37;1377
T94426;5716
TFCZN5;1433
TDCACM;1179
TB3946;4369
TFBWCW;1399
TFEDZ8;233
TFCUJX;1682
TFECYE;292
TB4992;3629
TDCFN1;1293
TD2666;1938
TDCD8Q;851
TDCDO8;877
TFEBZ2;333
TDCF3D;544
TDCCU4;2797
T61523;5683
TEZANX;5322
TDCD0C;506
TFDUN3;450
T09755;3749
TFDF90;1621
TEZLQM;3497
TFDVRS;369
TDCD53;1488
TFED77;284
T12690;4955
TEZHA0;4132
TFCQWN;1874
TFDSLK;542
TDCEEN;590
TDCC34;522
T35130;5689
T07814;7633
T78516;6274
TDCFYY;3833
TA2866;5185
TEVVM1;5469
TB1475;6114
TEYJ64;4834
TFCVXW;1605
TDCGDC;1917
TFCWES;1585
TFCXE3;1545
TDCA7K;1480
TDCFYX;1229
T53295;5963
TFDQGV;691
TFDIZY;921
TFBXJW;6630
TEZZI2;3253
TFBMYR;2420
TFEBU3;348
TEZHM6;4085
T27075;5471
T17078;5443
TFDQCC;699
TFC753;2600
T59077;6275
TDCGCN;1444
TA3811;7044
TFCTOW;1728
TFECIN;318
T58447;6117
T60689;5935
TFCGOG;265
TEXPOA;4959
T74657;5387
TEZBY6;4595
TFEDB7;279
TAAJUR;5392
TEZOY2;4750
TFDS65;570
T50168;8362
T06209;10960
T14333;7241
TB3971;4272
T94555;5702
TDCFZQ;2467
TDC1N3;1969
TDCG7S;1599
T61384;5745
TEZBID;4659
TEZORG;3393
TFDSHA;4679
TFCYEG;1495
T98762;5654
TFCYIA;1487
TFEE37;233
TFBXXB;6653
TFDHWF;985
T36368;5592
TDCFZS;1595
TFDEB2;1152
TDC333;3071
TFDVGH;398
TDCDIV;780
TDCCTZ;404
T05049;9560
TDCGJX;590
T54282;5324
TEXPSB;4932
TFDS53;570
TFDET7;1123
TDCCPB;2890
TFDFHJ;1098
T50477;9395
TEZHAA;4132
T27897;5389
TEYYQD;2102
TDCD0L;2771
TDC41P;2853
TDC86W;1537
T01670;11051
TB1772;5860
TB3154;3207
TFDRFG;632
TA2501;4629
T74865;5536
TDCHB6;381
TEZNLC;2194
TB3795;4430
TFCFXL;2363
TEZHDA;5197
TD3049;1789
TDCH4X;4407
TFCEAC;2439
TFC881;2594
TFEC76;325
TFDTSC;507
TFDNMF;844
T78391;5702
T01008;11527
TFDBY6;1259
TEZOAL;3462
TFCXON;1531
TFDGKV;1056
TEZMJJ;3645
TEWTU7;5143
T09401;8445
TFDFMU;1090
TA3711;8664
TC2394;5219
TFCWBH;1592
T37019;4969
T19295;4416
TFDUA2;480
TDCD0G;4416
TDCGES;955
TFBYJP;2615
T73755;8567
TEYVQ7;4794
TFCUT6;1668
TDCFXL;3048
TFDRCM;639
TFCQF7;1908
T11318;7320
T08909;8578
TFDRUK;571
TDCEWF;1767
T17272;5661
TDCET6;829
TDCC11;411
TFCJY0;2203
TDCE6K;2181
TFBQYA;2852
TDCA2E;1012
TFDNPM;6171
TFBYZE;2677
TB1950;5542
TFDVTD;366
T55219;7298
TDCDIB;1342
T12953;8837
TFBZYE;375
TFEBZC;332
T06375;10005
TB5783;4369
TFBZBB;2671
TFEENB;206
T81031;5037
TDC08X;4038
TFBJN5;3113
TCAWXR;3587
TFCPEQ;1970
TFDVNL;382
TFCRWB;1817
TFDOSO;783
TEXSKJ;5477
TDCHAZ;387
TDCDQP;1501
TFDRQE;599
T51682;5379
TFEDGE;268
T54313;4499
TDCCX6;585
TEVVP0;5469
TFDEXX;1118
TFBOJF;3797
T26793;11448
TEYVW8;4769
TDCCBI;2363
TFDSLF;1741
TB6503;3128
TEZHQD;4076
TB4922;6760
TFCZG2;1452
TFEDTT;240
TFECAS;325
TFDQA3;703
T35463;9657
TDCD2O;2383
TFCSLQ;1776
T98763;5661
TFCH83;2313
T57362;5717
TFBQS6;947
T23615;5623
TDC06P;1908
T36994;4861
TA3331;4114
T19463;13005
TFCG64;1178
T60887;4321
TFCMI7;2123
TDCEQ3;1924
TFD151;1406
TB5243;3639
TDC550;1351
TEXSQH;7811
TFEDAZ;276
TFDHZT;978
TEZFHJ;4295
T15011;6206
TFDIUJ;933
T10881;8082
TB6291;3242
TEWKLQ;7522
T09440;6961
TFDDVZ;1166
TDCFJF;2158
T51025;4749
T16863;6555
TFBLX3;2882
TDCCTW;653
TFDF74;1117
T98826;5648
TDCC1K;1371
TEZHEF;4127
T05720;9634
TDCHE7;373
T05793;7710
T76842;5534
T16230;5259
TFDRTO;590
TDCGP4;1538
TFCBQ1;2509
TFCPR5;1941
TFDQHM;691
TDCCI9;1139
TFCNJV;2425
TDCC5C;912
TFCDS5;2461
TDCDMD;466
TEWTY5;5135
TAA750;1307
TEZDPI;4426
T23546;6162
T55031;9341
T06468;9214
TFCOK9;2032
TFCSN6;1766
TFEBR2;355
TA8056;5548
TA2977;4770
TFDPXM;723
TC0264;2000
T49525;2059
TB3708;4187
TEXVI3;4895
T10216;8706
TFD168;1405
TFCSFO;1789
TDC0GU;3065
TFDDMR;1179
TFBKIP;3005
TEZIQB;5536
TFDUTN;443
TAACCT;5470
TEXHXC;5185
T53664;12476
TEZHA1;4132
TFCPF7;1971
TFCAHA;2578
T52361;6507
T45525;4708
TFCMVL;2103
TFEBPU;356
TFDVIH;391
TFC829;4223
TB0547;3807
TEYTB9;2543
TDCEEI;1033
TDCDE8;1552
TAAONB;5367
T08085;8759
TEZCYO;4496
TFCZVN;1423
T50142;6837
TFCMDJ;2124
TFDRB9;641
TA8618;5529
TEWLRU;4769
TFDDWN;1165
TDCFEZ;1299
TFAYKN;3978
TFDBB1;1304
TFDVL8;387
TFCMRT;2106
TFEDLO;257
TDCA1L;1076
TEZHE3;4120
TDCC3U;1185
TFDTJV;524
TFCRVQ;1817
TFCOCB;2042
T76115;5486
TDC1OG;257
TEYZ15;4734
TFCPDT;1976
TDCH5Q;656
TFBKRU;2979
TEVVV4;6024
T84300;5631
TEZAX4;4695
T03960;9574
TB2620;5090
TFDDIF;1182
TDCG69;3545
TDCENC;1766
TFDJGW;905
T74087;5623
TFDBT8;1270
TFDUTT;440
TDCEVY;1188
TFCSM7;1775
TDCH0J;682
TFEEVR;187
T05953;9334
TDC423;2893
TB4577;3411
TDCGX1;801
TDCGI6;2718
T61860;5975
TDCGGA;3095
TDCFEK;3154
TFDVFF;402
TDCGSG;860
TFECIZ;317
T78664;5759
TDCD8J;481
T06336;10375
T39600;4664
TFCUXK;1656
TC2130;4625
TAAHTU;5427
TDCE2W;1081
TB3747;4373
TDCEG8;1283
TEZFKA;4286
TFCAWJ;2489
TDCEP4;1586
TDCEE8;1333
TDCGVC;930
TDCG9A;781
T89918;5777
TDCEF5;1234
TFDDJO;1181
TFDRZG;573
T13724;5623
TDCEFN;503
TFDUHU;460
TFDFAF;1746
TFCKTT;2174
TFCUOV;1668
TFDQXH;661
TEZGTE;4339
TFBZI2;2659
TB2230;4522
TDCF79;1482
TDCHCH;388
TFDCXV;1209
TDC1KD;5926
T15232;7033
TEZJQC;3618
TFDO10;816
TFDID7;964
TDC9XM;1206
TFDRN5;485
T54544;6261
TFEDDS;275
TB4886;3603
TFDUJX;455
TFDTS5;509
T50372;4756
TEZBIK;4652
TFDQIQ;685
TB2845;2245
T76590;5024
TEZFAB;4332
T08886;8580
TFECPW;300
T28230;5652
TDC0IM;2516
TDCE9V;1278
TDCE5J;2025
TFCUDS;1696
TDCH18;716
T80292;6541
T79240;6544
TFBXVW;3107
T84857;5759
TFBMX1;3223
TFBKQI;5918
TFDDFT;1186
TFDHXG;983
TFBEAM;3140
TA6068;5571
T16616;6613
TFDNLF;844
TA3138;4629
TEZMIN;3645
TFDPZA;717
TDCE43;613
TFCZLP;1437
TEWGR8;5197
TCBHPC;3246
T17217;6445
TDCF87;2453
TFDU92;481
TFCYDY;1496
TEZJXQ;3860
TFDQ22;712
T59726;4385
TFDXW3;363
TFCEYE;1175
TFEEVG;188
TFDJAH;4405
TDCCXB;3537
TFCAZ6;2551
TFCV09;1682
T03546;10027
TD0472;4140
TEZSRE;3308
TEZSQA;3309
TDC0I1;2881
TFBKHT;3006
TDCE6Q;1754
TFBJPF;3103
TB3181;4024
TEZUPG;3286
TB3925;4177
TDC087;2881
TA6145;5563
TFDNZA;1179
TDCDCU;748
T30299;719
TDCE4X;1118
TFDANW;1329
TDCCQZ;2537
TB5152;3029
T48579;5233
TB4894;3516
T49737;4455
TDCA0R;1977
TDCD48;1048
T50242;4514
TDCDEQ;1466
TEZK40;4478
TDCFNM;1493
TDCGG7;3277
T15561;6932
TA6139;5567
TCAGBS;3800
T33882;4569
TCAPKI;3287
TB4473;3927
TDCFHL;1241
TEZKSD;3791
TDCE2M;1444
T06178;5116
TDCA2P;598
T03456;11177
TFDEO6;1132
TEZOW1;3371
TEZJCR;3912
TFECJ3;317
T06016;5105
TFBZWP;2641
T33271;4569
TFDOLO;790
TA0717;5624
TEZJML;4293
TFEEKL;207
T03969;6050
TEZKIR;3770
TDC0FD;3460
TFEBXH;339
TFECO0;306
TFDJJ2;905
TFEESE;198
T60204;5973
T49368;7114
TFDH35;1026
TFCMVZ;2099
T60994;5914
TFECKM;313
TDCFNQ;1452
TFDNTR;509
TDC1O6;257
TFDSPL;537
TDC1J8;5987
TFCTRB;877
TFDHMZ;1003
TFEBVQ;346
T08115;5471
TFEBZJ;332
TFDP11;761
TEZOHM;3433
TFEBNH;356
T05618;8137
TDCD4L;544
TFCIN4;2253
TFEEPI;205
TEXFJR;5066
TFECT0;298
TFDUQJ;450
T31587;4967
T02413;7025
TFBU74;4429
T60147;5330
TDCF1A;4723
TFDUBX;478
TEZOCJ;3455
TFDPRX;730
TFDQD3;697
TFBUEW;2741
TFCKO6;2183
T35384;6399
TFBXX4;3527
TFDDM5;1266
T11510;7874
TFCFPB;2375
TDC1KP;4161
TFECTK;297
TFCADA;5777
T09860;8313
T10041;4773
TCBQC0;3800
TCBO15;4253
T49652;3001
TFECOK;304
TDCDEH;1854
TB5023;3355
TEZCAC;4496
TDCERR;1285
TDCGQ4;1455
TDCGIN;2165
TB1601;4948
TFCXHM;1542
TFCAB2;2585
T73776;5583
TDCH7Z;412
TCBEPW;2974
TFDHI0;1007
TFDQ87;704
TFDANK;1331
TFCQRP;1878
TDCD7H;433
TFDOI7;797
TEYT77;4805
TFDDBY;1194
TB4410;4439
T84923;5815
TFEEKW;207
T15135;7060
TFCWY4;1552
T00145;7467
TDCH94;566
TDCFJY;417
TFEBO4;356
TEZIAA;3768
T16428;6667
TDCHDN;353
TFCRTY;2104
TFBLBM;7706
TFDUKD;454
TFBJDW;3132
TFBTAN;2790
TFDRBD;641
TEZGMI;5270
TFCQ30;5135
TFBYGQ;6983
T76576;5753
TDCHBV;381
TEZLCT;2672
T16268;7676
TFDVCD;411
TFDQ60;705
TDCFSJ;1118
TFCZYE;1418
T54318;5961
T27211;5532
TFCQFV;1896
TFDJMG;895
TFDAKQ;1335
TFBK96;1026
TFDIJR;955
TFBW51;2733
TDC83Y;1697
TFCZSD;2308
TFECZE;291
T45963;5536
TDC81D;1167
TFCURD;1185
T07621;6261
TFEE06;233
TEZLRS;3705
TDCD04;1131
TFCVXA;1605
T74282;9048
TFDTU8;501
TEZGO9;4192
TEZI61;6755
TDCDTP;690
TFDEBE;1152
TDCCY9;415
TC2674;2986
TDCH3V;991
TEZIW7;3971
TDCGZE;1244
TCA225;4989
TFCCCK;2503
TEZFYX;9061
TEZBVZ;4609
T58138;6148
T47528;6607
TEWTRA;5756
TFDAC6;1354
TFBXIN;1783
TB5912;3385
TCBJYQ;1727
TFDSAR;570
TEZHN1;4084
T54744;6214
T10084;5170
TFDRBX;640
TFDUOX;450
T59293;7509
TD0111;7051
T14431;7282
TEZDM8;4440
TDCDHI;1096
TFBKS0;2979
T07296;6045
TDCE0F;3881
TDC04T;3885
TCBOPS;4565
T54252;6326
TB6563;906
T73807;3863
T44286;1537
TA2574;8035
TFEDUV;241
TDCCNZ;1574
TDCEV1;1020
TFDCGL;1241
TFDGJ0;1056
TDC566;991
TFCBR7;2398
T38369;8977
TEXYB7;4861
TB2500;4258
TEZPF5;3373
T01667;10866
T75437;5681
TDCCGO;4907
T23248;12352
TFCYA9;1504
TFBZWT;2641
TDCA14;1026
T05279;9505
TFDDCO;1192
T58219;5814
TC4460;3443
T84228;5770
T35861;6841
TFCJRW;2214
TEXVBP;19879
TFBZOR;2648
TFDVPW;375
TFBFQ1;3034
TFBK21;3042
TFDJF4;907
T14511;6292
T98567;5666
TA4245;5599
TEXVNK;4807
TFDMZJ;866
TDCA3F;1684
TDCD73;1353
TC4332;2358
TB1015;6714
TDCEEP;478
TFCIR5;2249
T55216;5995
TFEDEG;275
TFCHMR;754
TFDTVN;498
TFDCEX;1241
T05395;4870
TFDVOL;381
TB4082;4027
TFDIQT;937
TEZJIW;3918
TFBZVR;2665
TFDSDN;559
TEZJZP;3853
T84505;3672
TFDAAM;1361
TDCDGO;2496
TEZDHO;4465
TFDUX7;430
TDCEAM;1774
TCAII5;2973
TDCCCJ;1663
TEYJDK;4771
T14449;6522
TDC8B2;1189
TFCKL6;2186
T92201;5716
TCAWV5;3737
TFECOL;304
T55737;5654
TB0930;6872
TFCDXR;5730
TB2086;4318
T05691;7114
T62523;5872
T05353;9494
T60859;2756
TFCHSV;2286
TFBWPX;2712
TDCGL4;2588
TFCCNP;6207
TFDVPL;376
TEZCBY;4555
TFCOR5;2020
TFDOBC;814
TDC357;1700
TCBPMZ;5868
TFCU50;1586
TFDR60;647
TB5728;3451
TC7207;4234
TDCCIU;1585
TFCYT1;1472
TDCFLD;1668
T57886;6170
TDC34C;2445
T24711;11974
TFDJPY;885
TDCG35;1241
T47759;4668
T02817;10240
TB2268;3994
TFDFBK;1112
TDCFR7;192
TFCTMX;1734
TDCGCA;598
TDC84F;1577
TA3885;7499
T12884;7600
TDCF89;2060
TDCDQU;1669
T50813;5302
TDC0IK;1637
TDCE7W;1305
TDCGY2;635
TEWBQT;5288
TFDSCN;564
TFDGSR;1038
TFDQGP;691
T05519;10856
TA2584;2887
T04065;9827
TFCM79;2130
T92213;5751
TDCCYW;1353
TEZCO9;4528
TA3130;5466
TEZDDJ;4469
T49107;4660
TFDNKE;5269
TB1406;6183
TB2162;2784
TDCGB4;2686
T03306;10170
TFCRR0;1823
TFDFM5;1090
TFDFE9;4312
T23398;12329
TDCFMR;1602
TDCH3H;1488
TDCG0K;419
T08368;6563
TB5520;3145
TDC9VS;1238
T21883;5414
TFCH63;2314
TFEDVE;236
T20560;8787
TDCEZZ;1123
T74473;5508
TDCCOR;558
TFDUKH;454
TFDV54;418
TFCWWB;1556
TFDQM9;1746
TEZMHN;3644
T09163;8454
TFEEID;209
TFBYYI;1452
TFDSD6;563
TFDFIC;1096
TDCDGD;436
T03063;8038
TDCF4G;1173
TEZOQY;4610
TDC8F9;361
TFCIAC;2277
TFDVQU;373
T46988;5596
T15240;7053
T01134;9872
TEZEGX;11245
TFDCB1;1242
T43289;5687
TFCT08;1756
TFCEGZ;2428
T54924;2117
TFDPZY;709
T13280;7494
TFC468;2609
TFECP0;304
T07472;8881
TAABM3;5492
TEVNT2;5939
TFDU05;2455
TDCCOU;443
TEZLTQ;3603
TFCKV3;2173
TFBQUH;2860
T01259;4312
TCAJZX;3400
T35097;9883
TEZKN3;3805
TFDNDE;852
TDCA2Z;1124
TB6594;3010
TEVVOV;5469
TFDSQQ;529
TDC0BR;3277
T16961;6499
TFEBPL;356
TB1092;6256
TEZFEZ;1574
TFDO36;815
TDCCR7;1150
TFDQFM;681
TFCZFQ;1452
TFECTM;297
T09170;10008
TDCGOR;465
TDCA83;1605
TFCPX1;1927
TDC9WG;1077
TFCDX2;4091
T57338;8889
TFDE41;4287
TDCDQH;2750
TDCFA0;858
TDCFNX;1392
TFDRTI;590
TCBLZO;3309
TB1570;3205
TFCRXB;1817
TFDBKB;2707
T45321;5721
T13629;6815
TFEDXF;235
TEZUUU;3279
TDC21L;1171
TDCACG;912
TDCD8P;2328
TFDEEA;1150
TDCH23;1832
TFCAR4;2564
TDCC24;1672
T48119;5077
TFAYZB;366
TDCDQM;1525
T28477;5470
TDC0I8;1999
TEXPR8;4953
T11564;7562
TFCEVB;3005
TFDCXE;1209
TFDTJW;524
TFDREF;633
TA3873;8293
TFDGM1;542
TFDPE8;753
T55244;4547
TDCG4L;1151
TCAAUX;2188
TA8688;5785
TFCSFS;1789
TDCFSS;538
TEZDC9;4471
T53716;7023
TDCFF9;801
TFBJRZ;3096
TC3375;3258
TB2922;4877
TEWTWC;5136
TD4347;1364
TDCCOJ;997
TFCFNQ;2376
TDCEA4;1021
TDCGPJ;2118
TFCD10;2306
TDCG57;1438
TEYYYD;4738
TDC9YA;1307
TFDEG2;1147
TFCN06;2089
TFCDFH;2481
TFED07;290
TB4817;2831
TDCDO1;1118
TFEEEP;216
TDCADV;936
TFDURJ;447
T25106;3672
TEZBGM;4660
TFCZG7;1452
T30589;4590
T54216;6353
TFDB49;1305
TFEBR0;353
TDCG11;550
T43917;7844
TEZCLG;4540
T52685;7296
T54551;6215
TFDVJ7;390
TAAHWZ;5417
T05967;9340
TB3904;4399
T59826;5564
T04247;9774
TFBNZA;4184
TDCCPU;657
TFCBU4;2518
TAAQPD;5298
TFDAHX;801
TFDUTE;444
TDCDG9;1068
TFD749;1381
TAAGAG;5428
TFDF94;1117
TDCGT5;1449
TFCVW1;1606
TDCG26;2729
TFD324;1398
TFCRE3;1854
TDC502;1359
TFCHKM;2301
TAAFXM;5444
T76529;5318
TDCHDF;356
TFBM93;3772
TB4737;3637
TB5512;4523
TDCF5J;732
TD0341;5442
TFDUA6;480
TFCRIC;1847
TFDCPA;1217
TDC1OQ;257
TFCVVQ;1606
TDCD6A;1140
TDC80T;713
TFCRKZ;1843
T81527;5786
T84622;5778
TFCDJX;2475
TFECHQ;320
TA8440;5543
TFDO85;807
TCBNKR;2910
TDCG50;1052
TFBKR9;4756
TFCZUL;1424
TFDR80;646
T07984;4210
TFDDO0;1179
TB1833;5603
TB4748;3792
TB3721;4196
TDCDFS;1637
T12582;7662
TFDPAC;758
T07826;8789
T77314;7444
TFDSSW;515
TFDDMK;1668
TDC834;1776
TFDPWL;723
TFDK22;880
TEZKI2;3833
TB6166;3311
TEZMDD;4065
TFCJM3;2216
TFDQTV;661
TCARW7;3131
TB0223;4308
TA2580;7919
T34142;4923
TFCXLP;1530
TAACDU;5470
TFCYFC;1494
TDCGXB;1691
TDCH0X;1410
TDC13Q;7568
T79783;3672
TEZOHX;3436
TFDB37;1304
TDCCZV;1385
TFDJLI;900
T39903;8796
TDC8A6;1259
T12416;5904
TEZJIJ;4610
T24234;6031
T53381;4435
TB4901;3603
T47593;4521
TFCQQ2;1880
TDC87R;1112
TFCRW6;1817
TCBJLI;3714
T21424;12673
TDCGK6;4125
T49440;5798
TDC01Y;3154
TFCVM3;1665
TFCQ61;1915
TFECWU;296
TFECV0;296
TFECQ5;303
TFDPM2;745
TDC099;3885
TFDUP5;450
T00788;5654
T75857;5620
TDCH1R;1186
TDCC27;2573
T54117;6303
TFCMH5;2123
TEZKKF;3814
TEZIT0;3978
TFCI94;2277
TDCG03;850
TEZHW4;4057
TFEDI1;481
T14650;4470
TFDVRU;369
TFCXAV;1549
TCBIDT;3880
TFEEP7;205
T89935;5777
TFCNKV;2067
TDCH5B;726
TDCCBL;1683
TDCCX0;1167
TCADJO;4169
TDCD2F;613
T11527;7859
TFECWQ;296
TFDTY5;493
TA4372;5592
TEZPGR;3341
TFDDE7;1189
T52521;6484
TEZKMQ;3817
TDCGCI;1353
TEZKDH;9270
TCAOV1;3225
TDCA5X;1395
T60400;5925
TDCC6D;935
T16062;6780
TEXHSB;5053
TFCQOG;1882
TFEEF8;215
TFBNNC;3149
TFCXED;1544
T37593;8818
TFDISP;936
TFDOUH;730
TFCSK2;1781
T00053;12261
TFCX44;1551
TFCN04;1696
TDCE38;3966
TEZRX7;2785
TFBLDN;2943
T12757;7632
TFDPML;741
TB2958;4887
TFCYJL;1486
TFCLHG;2153
TA8414;5113
TFDREC;633
TB5237;734
T04867;12003
TEWBPS;5298
TB4814;3624
TCAJGK;1333
TFDAKF;1336
TFDIV2;929
TEXKLD;5014
TEZUUI;3279
TFBLUM;2888
TEF108;2652
TFDTH9;478
TD0240;4587
TDCF8K;2760
TDCGNY;2834
TCAEY2;3012
TFDB40;4531
TEZIMO;3427
TFDDSI;1174
TA2750;5185
TFCPVW;1913
TDCGQY;1119
TFDPPY;733
T42247;3370
TFEDWZ;236
TFCXOF;1532
TFEETS;192
TFBYIB;4906
TFDJIV;905
T84225;6247
TFCSHC;1788
TDCDUQ;893
TDCDD0;535
TFDUPP;450
TEYTCU;4800
TDCFI4;1703
TFDMP7;877
TFCQXJ;1871
TDC85L;1353
T13320;7510
TDCDV0;4912
T98614;5662
TDCGYS;2821
TFCMYS;2092
TFCBSI;2518
TB4463;3988
TFDRCS;639
TDCG2Z;2552
TFEBRB;354
TFBZDC;2729
TDCCWI;1454
TFDQ57;706
TB2482;3973
TFCCWQ;2490
TFECNS;306
TAA395;4020
TFDH61;1026
T10872;7724
TFDBJR;1122
T16758;6578
TB3733;3089
TEZJMK;3909
TEXNB3;4980
TDC14T;6048
TEWERU;5259
T74871;6778
TFEEXP;184
T42223;4315
TDCFB7;2302
TAAJXE;5386
TFCKNS;2183
TFDIBN;968
TDC41N;2586
TFDPJK;752
TFCRE9;1854
T19281;5654
TFCAFQ;2579
TFC572;2609
TEWLPO;5238
TB1339;4977
T57157;6247
T28644;11062
TDCFYC;1161
TDCGBU;2236
TDCE7M;1531
TFDNMX;844
T15122;7055
TB1105;4134
TFBKK8;2214
TEYVTZ;5113
TDCG4I;1173
TFDU40;485
TFDJSX;867
TFCZI8;1446
T37830;9050
T16438;6670
TDCDN8;417
TFDABH;1356
TEZLAO;3756
TDCCTC;1879
TFCDUN;2459
TCBKML;5233
TB2643;5100
TCBKNY;4657
TDCCIZ;1304
TFDODZ;809
TDC863;1269
TDCCLW;1339
TB0764;4868
TFBLNY;2914
TEZLOU;3615
TFD877;1374
TEZBZW;4573
TFEEXN;184
TDCCOZ;467
T16696;6576
TDC9YI;1321
T02029;8249
TDCDRM;4191
TFCSIU;1787
TFCRA5;1861
TFCBDZ;2543
TFBLN2;2914
TDCEX2;1117
T13481;7493
TFDJF7;907
TFDTOD;514
TFCSYM;1756
TFDUIF;459
TFCAYX;2552
TEZNZ3;3506
TFBKSZ;2978
T04367;6852
TFBXD1;5185
T36053;9466
TFEEJH;208
TEZJLP;3898
TEZM99;3674
TDCH09;2551
TFDHUE;992
TFCFPA;2375
T53365;9242
T05879;9364
TDC559;1359
TDCECY;1432
TB4238;3994
TFDIF6;964
TEZIIV;4012
TEZSRH;3308
T07061;3672
TFDS05;572
TDCGSX;1230
TB0806;7003
TDCENV;443
TC1901;4070
TEXPRO;4953
T04870;5500
TDCHBW;342
T59162;5350
T58232;6141
TFDBVW;311
TEYJA1;4833
T59328;5728
T33191;11071
T58044;8312
TEZDMR;4435
TFDCYM;1209
TFCRU0;1812
TFDEO8;433
TDCEQ9;1577
TEZLM8;3733
TFDBSG;1270
T16926;3612
TFDHLU;1004
TDCCW0;464
TFBYYH;2678
TDCG5Q;4034
T78206;4232
TB4848;3987
TFCLE7;2158
TDCF2J;2617
TDCG6I;4122
TDCDJY;879
TFDGLW;1053
TFDIZ9;922
TB2710;1936
TFCC16;2511
TFD638;1389
TFBK73;3040
TEVN70;5591
TFBTMK;1101
TA3087;3944
TA3579;3975
TFCOV2;2014
TFCWFQ;1584
T13937;8685
TEWP05;5198
TA3598;3765
TFEEM7;207
TFBKWH;6920
TDCF5A;2424
T04859;8849
TFEEIG;209
TDCH9P;1286
TDCG0P;1755
TFDCJ6;1230
T43291;8348
TFDO43;815
TFDRK4;612
TFCSSL;1763
TEXSQA;6841
TB6496;3441
TFDJO7;891
T75502;5623
TEZF82;3959
TFDET8;1123
TFDOH6;800
TDCDG4;1196
TB3711;4303
TFDGGR;1060
TDCDDT;1103
TFCHAP;2305
TFBZO6;2649
T16472;5794
TDCG30;1430
TA0704;5626
TFDQC4;698
T49209;5721
TDCHEI;373
TEZKJJ;6856
TDCGF8;1537
TEZEXE;4331
TEZN39;5107
TFDVFP;401
TEXXYU;1487
TCABN5;4203
T44478;5394
T84117;5822
T74247;5535
TA3205;4198
TDCG06;4458
TEZMG6;3666
TFDUC0;478
TB4979;3537
TDCFZE;951
TFBMJD;5073
T27563;11289
T44400;8052
T61712;5144
TEYTBY;2277
TDCFB0;614
TDC82Q;1677
T87549;5808
TEWTVL;5136
TB5735;3350
TFCSZN;1756
TFEDKL;258
TFDUPO;450
TEVNTP;6472
T43841;5665
TFDOY7;766
TDCF9H;1864
TFDPBS;754
TFBK42;3041
TDCFYN;845
TDCACU;885
TEZKXW;3769
