CD_CLIENTE;DS_PROD_moda;DS_LIN_REC_moda;CIDADE_moda;DS_CNAE_moda;DS_SEGMENTO_moda;DS_SUBSEGMENTO_moda;MARCA_TOTVS_moda;MODAL_COMERC_moda;PAIS_moda;PERIODICIDADE_moda;UF_moda;VL_TOTAL_CONTRATO_soma;faixa_vl_total_soma_contratos
T02553;CDU CORP TOTVS VAREJO RB1;CDU TOTVS SERIE T;MANAUS;Comercio atacadista de maquinas, aparelhos e equipamentos para uso agropecuario, partes e pecas;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;AM;44334.998028141665;0.0-0.5M
T02571;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;48740.58589957581;0.0-0.5M
T02610;SMS TOTVS TEC USER;CDU TOTVS SERIE T;CURITIBA;Construcao de rodovias e ferrovias;CONSTRUCAO E PROJETOS;CONSTRUTORAS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;159581.9863534249;0.0-0.5M
T02655;INFORMIX GROW SINGLEINSTALLREN;SMS TOTVS SERIE T;RIBEIRAOPRETO;Fabricacao de outros produtos alimenticios nao especificados anteriormente;MANUFATURA;BENS DE CONSUMO;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;120319.32899455613;0.0-0.5M
T02684;CDU CORP TOTVS MANUFATURA RB2;SOFTWARE COMPLEMENTAR;SAOPAULO;Edicao de livros;MANUFATURA;PAPEL & CELULOSE;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;1712385.0175796724;1.5-2.0M
T02724;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ITAPEVI;Aluguel de maquinas e equipamentos para construcao sem operador, exceto andaimes;SERVICOS;PROVEDOR SERVICOS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;38897.91808205585;0.0-0.5M
T02725;PROG OPED STUDIO ND USR MNT;SOFTWARE COMPLEMENTAR;SAOPAULO;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS;SERVICOS;PROVEDOR SERVICOS;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;66303.1038833947;0.0-0.5M
T02727;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ARACARIGUAMA;Fabricacao de resinas termofixas;MANUFATURA;QUIMICA & RECICLAGEM;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;17369.45583419716;0.0-0.5M
T02776;ID INT COMP: DO 51 AO 150;SAAS INTERA SOFTWARE;BARUERI;Limpeza em predios e em domicilios;SERVICOS;PROVEDOR SERVICOS;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;338961.0931131598;0.0-0.5M
T02810;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de maquinas-ferramenta, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;46085.94245659657;0.0-0.5M
T02817;CLOUD  EXPRESS SERIE T 36M;SMS TOTVS SERIE T;BEZERROS;Fornecimento e gestao de recursos humanos para terceiros;SERVICOS;PROVEDOR SERVICOS;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;81019.29513982937;0.0-0.5M
T02855;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;PORTOFERREIRA;Fabricacao de moveis com predominancia de madeira;MANUFATURA;BENS DURAVEIS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;4322.574299989818;0.0-0.5M
T02860;CDU MNT ATIVOS NG TRAD;CDU TOTVS SERIE T;COLATINA;Frigorifico - abate de bovinos;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;ES;227850.18756731087;0.0-0.5M
T02894;MANUT.CONFIGURADOR 10 USUARIOS;SMS TOTVS SERIE T;MAGE;Fabricacao de outros brinquedos e jogos recreativos nao especificados anteriormente;MANUFATURA;BENS DURAVEIS;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;15654.15170850751;0.0-0.5M
T02895;AHGORA ESTRATEGICO;CDU TOTVS SERIE T;SAOPAULO;Atividades de organizacoes associativas patronais e empresariais;SERVICOS;PROVEDOR SERVICOS;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;1176.0459141050248;0.0-0.5M
T02904;CDU FULL TOTVS TRAD;SMS TOTVS SERIE T;RIODEJANEIRO;Fabricacao de materiais para medicina e odontologia;MANUFATURA;BENS DURAVEIS;TOTVS CRM;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;12656.893890042827;0.0-0.5M
T02963;BA TRS - EXCEDENTE - ATE 23M;CDU TOTVS SERIE T;ALEGRETE;Fabricacao de produtos do arroz;AGROINDUSTRIA;ORIGINACAO E BENEFICIAMENTO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;207201.52540483983;0.0-0.5M
T02984;BM CHEF RETAG CX PAF ECF;CDU BEMATECH;CAXIASDOSUL;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;SERVICOS;PROVEDOR SERVICOS;MICRO E PEQUENOS NEGOCIOS (FOOD);MPN;105;00 - Mensal;RS;16099.78160879385;0.0-0.5M
T03000;CONTAS A PAGAR / TESOURARIA -;SAAS CMNET HOTAL;SAOPAULO;Outras atividades de ensino nao especificadas anteriormente;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;11 - Anual;SP;240328.09802605727;0.0-0.5M
T03013;PROG OPED ENT RDBMS MNT;SOFTWARE COMPLEMENTAR;TRESCORACOES;Fabricacao de fios, cabos e condutores eletricos isolados;MANUFATURA;BENS DE CAPITAL;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;297492.80211292196;0.0-0.5M
T03061;ADESAO INTERA RH PRIVATE;SAAS INTERA SOFTWARE;RIODEJANEIRO;Comercio a varejo de automoveis, camionetas e utilitarios novos;VAREJO;CONCESSIONARIA DE VEICULOS;RH - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RJ;36468.09693111292;0.0-0.5M
T03062;PROG OPED ENT RDBMS MNT;SOFTWARE COMPLEMENTAR;JOINVILLE;Fabricacao de compressores para uso industrial, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SC;1422129.5090496435;1.0-1.5M
T03063;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;JARINU;Fabricacao de pecas e acessorios para o sistema motor de veiculos automotores;MANUFATURA;METAL-MECANICO & PLASTICO;SERVICOS DE IMPLANTACAO;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;6847.814605469744;0.0-0.5M
T03067;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de artefatos de couro nao especificados anteriormente;MANUFATURA;TEXTIL & VESTUARIO;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;122964.99299819751;0.0-0.5M
T03085;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Producao de relaminados, trefilados e perfilados de aco, exceto arames;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;221640.39659842802;0.0-0.5M
T03108;CLIENT NETWORKING MNT;SOFTWARE COMPLEMENTAR;CANOAS;Producao de forjados de aco;MANUFATURA;BENS DE CAPITAL;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;RS;194971.15067948887;0.0-0.5M
T03116;FO.DN04.CsU;CDU TOTVS SERIE T;BETIM;Fabricacao de produtos ceramicos refratarios;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;3399519.897983661;3.0-3.5M
T03120;CDU CORPORAT. EDUCACIONAL 2.0;SAAS SERIE T;SAOPAULO;Educacao superior - graduacao e pos-graduacao;EDUCACIONAL;SUPERIOR;BSO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1937021.1081616231;1.5-2.0M
T03133;ARREND E LOCACOES PREMIUM;SAAS SERIE T;SAOPAULO;Fabricacao de celulose e outras pastas para a fabricacao de papel;MANUFATURA;PAPEL & CELULOSE;GESPLAN;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;121492.6928476604;0.0-0.5M
T03154;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;ITAPIRA;Fabricacao de equipamentos hidraulicos e pneumaticos, pecas e acessorios, exceto valvulas;MANUFATURA;BENS DE CAPITAL;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;130108.62043507557;0.0-0.5M
T03193;CDU LGT G CAP HUMANO TRAD;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;19224.84509895804;0.0-0.5M
T03198;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SUZANO;Fabricacao de impermeabilizantes, solventes e produtos afins;MANUFATURA;QUIMICA & RECICLAGEM;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;34444.75515678894;0.0-0.5M
T03201;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Atividades de organizacoes sindicais;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;12866.985865861985;0.0-0.5M
T03211;CDU TOTVS I TRAD;CDU TOTVS SERIE T;RECIFE;Outras atividades de ensino nao especificadas anteriormente;EDUCACIONAL;EDUCACAO CONTINUADA;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;24070.871106829116;0.0-0.5M
T03213;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;MORRODAFUMACA;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;179.2314588812594;0.0-0.5M
T03231;CDU CORP TOTVS VAREJO RB1;CDU TOTVS SERIE T;MAIRIPORA;Comercio varejista de materiais de construcao nao especificados anteriormente;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;30168.620869142524;0.0-0.5M
T03268;ID INT COMP: DO 16 AO 30;SAAS INTERA SOFTWARE;CHAPADADOSGUIMARAES;Fabricacao de aguas envasadas;MANUFATURA;BENS DE CONSUMO;CROSS - INTERA;MODALIDADE TRADICIONAL;105;00 - Mensal;MT;48085.225555203935;0.0-0.5M
T03306;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Outras atividades de servicos prestados principalmente …s empresas nao especificadas anteriormente;MANUFATURA;BENS DE CONSUMO;LOGISTICA - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;366904.7468008981;0.0-0.5M
T03309;SMS TOTVS TEC USER;CDU TOTVS SERIE T;BARUERI;Fabricacao de laticinios;MANUFATURA;BENS DE CONSUMO;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;114848.38277351433;0.0-0.5M
T03314;SMS TOTVS TEC USER;CONSULTORIA TRADICIONAL AMS;SAOPAULO;Comercio atacadista de instrumentos e materiais para uso medico, cirurgico, hospitalar e de laboratorios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;AMS;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;519288.1613016457;0.5-1.0M
T03315;CDU FULL TOTVS TRAD;SOFTWARE COMPLEMENTAR;PORTOALEGRE;Servicos de assistencia social sem alojamento;SAUDE;SAUDE;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;2974.809220120003;0.0-0.5M
T03356;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Atividades de associacoes de defesa de direitos sociais;SERVICOS;PROVEDOR SERVICOS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;3478057.3576453445;3.0-3.5M
T03360;ADS 8.0 (PLATAFORMA NT) 5 USU;SOFTWARE COMPLEMENTAR;SAOPAULO;Fabricacao de outras maquinas e equipamentos de uso geral nao especificados anteriormente, pecas e acessorios;MANUFATURA;BENS DURAVEIS;SOFTWARE COMPLEMENTAR;NAO INFORMADO;105;00 - Mensal;SP;3699.360852910446;0.0-0.5M
T03367;SMS TOTVS TEC PROCESSOR X86 MU;SMS TOTVS SERIE T;CURITIBA;Atividades de consultoria em gestao empresarial, exceto consultoria tecnica especifica;SERVICOS;PROVEDOR SERVICOS;CROSS - CORPORATIVO;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;71033.14126262748;0.0-0.5M
T03372;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;17711.28829221221;0.0-0.5M
T03378;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;BETIM;Fabricacao de maquinas, equipamentos e aparelhos para transporte e elevacao de cargas, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;MG;249218.4702378795;0.0-0.5M
T03386;CD PACK (MIDIA);SOFTWARE COMPLEMENTAR;PORTOALEGRE;Fabricacao de aparelhos e equipamentos de medida, teste e controle;MANUFATURA;BENS DURAVEIS;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;93027.51702257263;0.0-0.5M
T03415;TOTVS TEC USER;CDU TOTVS SERIE T;ITAJAI;Educacao superior - pos-graduacao e extensao;EDUCACIONAL;SUPERIOR;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;36005.084080610235;0.0-0.5M
T03436;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;DIADEMA;Comercio atacadista de outros produtos quimicos e petroquimicos nao especificados anteriormente;LOGISTICA;ATACADISTA E DISTRIBUIDOR;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;25143.72493412384;0.0-0.5M
T03439;CDU FULL TOTVS TRAD;CLOUD COMPUTING.;PORTOALEGRE;Manutencao e reparacao de aparelhos e instrumentos de medida, teste e controle;MANUFATURA;BENS DE CAPITAL;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;RS;27811.694604959317;0.0-0.5M
T03450;SMS FULL TOTVS TRAD;SMS TOTVS SERIE T;SAOPAULO;Ensino fundamental;EDUCACIONAL;BASICO;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;21133.476217283638;0.0-0.5M
T03455;SMS TOTVS TEC USER;CDU TOTVS SERIE T;MOJIMIRIM;Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;26501.90717255133;0.0-0.5M
T03456;EVOL.TECN.ERP/CRM/BI TR/FUL;SMS TOTVS SERIE T;GOIANIA;Fabricacao de cabines, carrocerias e reboques para caminhoes;MANUFATURA;METAL-MECANICO & PLASTICO;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;29531.404373170608;0.0-0.5M
T03459;CDU CORP TOTVS DIST/LOG RB2;CDU TOTVS SERIE T;PONTAGROSSA;Transporte rodoviario coletivo de passageiros, com itinerario fixo, intermunicipal, exceto em regiao metropolitana;SERVICOS;VIAGENS;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;PR;371815.76444367686;0.0-0.5M
T03485;SMS TOTVS TEC USER;SMS TOTVS SERIE T;MANAUS;Transporte por navegacao interior de carga, intermunicipal, interestadual e internacional, exceto travessia;LOGISTICA;TRANSPORTADOR;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;AM;31171.224035961906;0.0-0.5M
T03491;BA PROFESS SERV - ATE 23M;SERVIÇOS MENSALIZADOS;RIODEJANEIRO;Extracao de petroleo e gas natural;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;BUSINESS AGILITY;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;RJ;133181.77889831798;0.0-0.5M
T03510;SMS TOTVS TEC USER;CDU TOTVS SERIE T;FLORIANOPOLIS;Pesquisa e desenvolvimento experimental em ciencias fisicas e naturais;SERVICOS;PROVEDOR SERVICOS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;70839.26356467645;0.0-0.5M
T03524;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de maquinas e equipamentos para terraplenagem, pavimentacao e construcao, pecas e acessorios, exceto tratores;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;31824.192385491395;0.0-0.5M
T03546;ADESAO INTERA RH M;SAAS INTERA SOFTWARE;MURIAE;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgencias;SAUDE;HOSPITAIS;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;21649.03308102796;0.0-0.5M
T03558;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOBENTODOSUL;Fabricacao de artefatos texteis para uso domestico;MANUFATURA;TEXTIL & VESTUARIO;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;286427.96786211344;0.0-0.5M
T03581;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;DIADEMA;Instalacao e manutencao eletrica;CONSTRUCAO E PROJETOS;CONSTRUTORAS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;40735.25598327881;0.0-0.5M
T03585;SMS TOTVS TEC USER;CDU TOTVS SERIE T;FLORESDACUNHA;Fabricacao de sucos de frutas, hortalicas e legumes, exceto concentrados;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;103096.72650979242;0.0-0.5M
T03607;CDU CORPORATIVO RB2;CDU TOTVS SERIE T;SAOJOSEDOSPINHAIS;Fabricacao de aparelhos e equipamentos para distribuicao e controle de energia eletrica;MANUFATURA;BENS DE CAPITAL;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;PR;18096.73577041941;0.0-0.5M
T03638;ID INT COMP: DO 1 AO 15;SAAS INTERA SOFTWARE;SAOBERNARDODOCAMPO;Fabricacao de artefatos de material plastico para uso pessoal e domestico;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;13393.73339791969;0.0-0.5M
T03644;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Atividades de producao cinematografica, de videos e de programas de televisao nao especificadas anteriormente;SERVICOS;MIDIA;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;63993.44579145643;0.0-0.5M
T03650;CDU FULL TOTVS TRAD;SOFTWARE COMPLEMENTAR;BELEM;Comercio atacadista de medicamentos e drogas de uso humano;VAREJO;CONCESSIONARIA DE VEICULOS;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;PA;32980.118638233536;0.0-0.5M
T03655;CDU LGT G CAP HUMANO TRAD;CDU TOTVS SERIE T;FORTALEZA;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;7820.431657683758;0.0-0.5M
T03673;CDU TOTVS COMEX EXPORTACAO;CDU TOTVS SERIE T;VIANA;Comercio atacadista de cafe em grao;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;ES;25152.422715018056;0.0-0.5M
T03718;CES.DIR.PROT.ERP/CRM TR/FULL;CDU TOTVS SERIE T;MATIASBARBOSA;Construcao de rodovias e ferrovias;CONSTRUCAO E PROJETOS;CONSTRUTORAS;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;154639.62475011044;0.0-0.5M
T03752;ID INT COMP: DO 51 AO 150;SMS TOTVS SERIE T;SAOPAULO;Construcao de rodovias e ferrovias;CONSTRUCAO E PROJETOS;CONSTRUTORAS;CROSS - INTERA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;189845.10573234063;0.0-0.5M
T03753;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;DIADEMA;Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;19040.426080084762;0.0-0.5M
T03799;SUST HORA EXCEDENTE 100%;CONSULTORIA TRADICIONAL AMS;COTIA;Preparacao de documentos e servicos especializados de apoio administrativo nao especificados anteriormente;SERVICOS;PROVEDOR SERVICOS;AMS;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;SP;169513.11594153784;0.0-0.5M
T03882;SMS TOTVS TEC PROCESSOR X86 MU;SMS TOTVS SERIE T;GUARULHOS;Atividades de contabilidade;SERVICOS;PROVEDOR SERVICOS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;9110.92338477303;0.0-0.5M
T03960;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOCAETANODOSUL;Fabricacao de produtos de carne;MANUFATURA;BENS DE CONSUMO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;2746.123583162534;0.0-0.5M
T03967;SMS TOTVS TEC USER;CDU TOTVS SERIE T;JOINVILLE;Fabricacao de tubos e acessorios de material plastico para uso na construcao;MANUFATURA;METAL-MECANICO & PLASTICO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;616805.9949409033;0.5-1.0M
T03969;CDU CORPORATIVO RB2;CDU TOTVS SERIE T;MARILIA;Fabricacao de produtos derivados do cacau e de chocolates;MANUFATURA;BENS DE CONSUMO;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;323873.6508048493;0.0-0.5M
T03993;HORA COORD.DE IMPLANTACAO;SMS TOTVS SERIE T;RIODEJANEIRO;Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;42990.22189086044;0.0-0.5M
T04028;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;POMPEIA;Fabricacao de outros produtos alimenticios nao especificados anteriormente;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;112515.51518504781;0.0-0.5M
T04036;CM PROTHEUS ADS-ATEND.TEL;SMS TOTVS SERIE T;RIODEJANEIRO;Transporte maritimo de cabotagem - Carga;LOGISTICA;TRANSPORTADOR;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;94323.7091802528;0.0-0.5M
T04065;CDU CORP LJ/CHK;SMS TOTVS SERIE T;NOVAIGUACU;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;229749.20866769334;0.0-0.5M
T04083;SMS TOTVS TEC USER;CDU TOTVS SERIE T;MANAUS;Comercio varejista de ferragens e ferramentas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;AM;28641.149294508858;0.0-0.5M
T04132;SMS TOTVS TEC USER;SOFTWARE COMPLEMENTAR;SAOBERNARDODOCAMPO;Fabricacao de linhas para costurar e bordar;MANUFATURA;BENS DE CONSUMO;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;12701.870960022196;0.0-0.5M
T04205;CDU CORP RECEITA BRUTA 25;CDU TOTVS SERIE T;CATAGUASES;Fabricacao de equipamentos de transmissao para fins industriais, exceto rolamentos;MANUFATURA;BENS DE CAPITAL;SUPERMERCADOS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;MG;29179.27666846155;0.0-0.5M
T04247;CDU CORP TOTVS MANUFAT RB2.4;CDU TOTVS SERIE T;LAGOASANTA;Fabricacao de preparacoes farmaceuticas;MANUFATURA;QUIMICA & RECICLAGEM;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;324448.8477930724;0.0-0.5M
T04251;CDU CORPORATIVO RB2;CDU TOTVS SERIE T;BARUERI;Comercio atacadista de lubrificantes;MANUFATURA;BENS DE CONSUMO;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;596448.0169038516;0.5-1.0M
T04281;CDU FULL TOTVS TRAD;CLOUD COMPUTING.;BARUERI;Atividades de contabilidade;JURIDICO;JURIDICO;CLOUD;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;160375.0146188812;0.0-0.5M
T04305;CDU CORP RECEITA BRUTA 25;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de medicamentos e drogas de uso humano;MANUFATURA;BENS DE CONSUMO;SUPERMERCADOS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;144574.2828116691;0.0-0.5M
T04325;SMS TOTVS TEC USER;CDU TOTVS SERIE T;MAIRINQUE;Fabricacao de aparelhos e equipamentos de medida, teste e controle;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;16522.555136570805;0.0-0.5M
T04366;CDU FULL TOTVS TRAD;CLOUDFICACAO;PORTOALEGRE;Fabricacao de medicamentos alopaticos para uso humano;MANUFATURA;QUIMICA & RECICLAGEM;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;RS;140860.78438643028;0.0-0.5M
