CD_CLIENTE;DS_PROD_MODA;DS_LIN_REC_MODA;CIDADE;DS_CNAE;DS_SEGMENTO;DS_SUBSEGMENTO;MARCA_TOTVS_MODA;MODAL_COMERC_MODA;PAIS;PERIODICIDADE_MODA;UF;VL_TOTAL_CONTRATO_SOMA;FAIXA_VLR_TOT_SOMA_CONTRATOS;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M;CLUSTER_3;CLUSTER_4;CLUSTER_5;CLUSTER_6;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
T02069;SMS TOTVS TEC USER;CDU TOTVS SERIE T;BELOHORIZONTE;Comercio varejista de outros produtos nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;49953,18;0.0-0.5M;4920;0,0;0,0;2;0;3;2;8,0;9,0;6,0;8,0;8,0;5,0;9,0;8,5;6,0
T02072;CONTR.MANUT.DESENV.ESPEC.;CDU TOTVS SERIE T;ITATIBA;Fabricacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;64146,11;0.0-0.5M;9687;0,0;0,0;2;0;3;2;8,0;8,0;9,0;8,5;8,0;7,0;8,0;8,0;8,5
T02076;CDU CORPORATIVO RB2.3 TABELA C;CDU TOTVS SERIE T;INDAIAL;Fabricacao de fogoes, refrigeradores e maquinas de lavar e secar para uso domestico, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SC;149736,41;0.0-0.5M;6527;1,0;0,0;2;0;3;2;8,6;8,8;8,4;8,8;8,6;7,6;8,6;8,6;8,4
T02084;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de artefatos de material plastico para uso pessoal e domestico;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;16695,41;0.0-0.5M;10753;0,0;0,0;2;0;3;2;8,5;9,25;8,0;8,0;9,0;7,0;8,5;8,5;8,5
T02145;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;NOVAFRIBURGO;Fabricacao de artigos de serralheria, exceto esquadrias;MANUFATURA;BENS DE CAPITAL;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;RJ;436789,49;0.0-0.5M;9551;3,0;6796,28;2;0;1;3;8,5;8,5;8,5;8,5;8,5;8,5;8,5;8,5;8,5
T02202;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Atividades de associacoes de defesa de direitos sociais;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;5275,81;0.0-0.5M;9038;0,0;0,0;2;0;3;2;;;;;;;;;
T02235;CONTR.MANUT.DESENV.ESPEC.;CDU TOTVS SERIE T;SAOPAULO;Servicos de comunicacao multimidia - SMC;SERVICOS;UTILITIES;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;14401,97;0.0-0.5M;10668;0,0;0,0;2;0;3;2;;;;;;;;;
T02250;SMS FULL TOTVS TRAD;SMS TOTVS SERIE T;SAOPAULO;Fabricacao de sucos concentrados de frutas, hortalicas e legumes;MANUFATURA;BENS DE CONSUMO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;252492,56;0.0-0.5M;7317;6,0;73511,37;2;0;1;3;9,0;9,0;9,0;9,0;9,0;9,0;9,0;9,0;9,0
T02262;CDU  MED SEG TRABALHO NG TRAD;CDU TOTVS SERIE T;SAOPAULO;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgencias;SAUDE;HOSPITAIS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;10241,58;0.0-0.5M;10685;0,0;0,0;2;0;3;2;;;;;;;;;
T02266;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;SAOPAULO;Atividades de organizacoes religiosas;SERVICOS;PROVEDOR SERVICOS;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;28502,15;0.0-0.5M;7499;2,0;0,01;2;0;3;2;;;;;;;;;
T02282;SMS TOTVS TEC USER;CDU TOTVS SERIE T;PETROLINA;Atividades de associacoes de defesa de direitos sociais;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;34520,13;0.0-0.5M;10641;0,0;0,0;2;0;3;2;9,86;9,57;9,14;9,29;9,86;9,43;9,71;9,14;9,57
T02312;CDU TOTVS I TRAD;CDU TOTVS SERIE T;MOCOCA;Fabricacao de bicicletas e triciclos nao-motorizados, pecas e acessorios;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;12574,11;0.0-0.5M;10628;0,0;0,0;2;0;3;2;8,0;9,0;7,5;8,0;8,25;7,0;8,75;7,75;7,75
T02345;PROGRESS USER 11 CDU;CDU TOTVS SERIE T;ARACARIGUAMA;Fabricacao de artefatos de material plastico para usos industriais;MANUFATURA;METAL-MECANICO & PLASTICO;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;29327,26;0.0-0.5M;10607;0,0;0,0;2;0;3;2;8,67;3,33;8,0;8,0;7,33;8,33;8,67;8,67;8,67
T02382;SMS TOTVS TEC USER;CDU TOTVS SERIE T;LEME;Comercio atacadista de alcool carburante, biodiesel, gasolina e demais derivados de petroleo, exceto lubrificantes, nao realizado por transportador retalhista (TRR);LOGISTICA;ATACADISTA E DISTRIBUIDOR;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;56493,1;0.0-0.5M;4893;5,0;27458,21;2;0;3;2;8,8;9,0;8,2;8,8;8,8;8,2;9,0;8,8;8,6
T02413;CDU LGT AGRO G. AGRIC TRAD;CDU TOTVS SERIE T;DOURADO;Fabricacao de alimentos para animais;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;47698,56;0.0-0.5M;7022;0,0;0,0;2;0;3;2;7,5;7,5;7,0;8,0;7,0;7,5;7,5;7,0;7,25
T02421;AHGORA ESTRATEGICO;CDU TOTVS SERIE T;TERESINA;Comercio atacadista de componentes eletronicos e equipamentos de telefonia e comunicacao;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;NAO INFORMADO;NAO INFORMADO;105;00 - Mensal;PI;6963,03;0.0-0.5M;10571;0,0;0,0;2;0;3;2;;;;;;;;;
T02424;SMS TOTVS TEC USER;SMS TOTVS SERIE T;SALVADOR;Armazens gerais - emissao de warrant;LOGISTICA;OPERADOR LOGISTICO;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;61835,84;0.0-0.5M;10240;0,0;0,0;2;0;3;2;9,75;10,0;9,0;9,38;9,62;9,0;8,75;10,0;9,75
T02434;SMS TOTVS TEC USER;CDU TOTVS SERIE T;LOUVEIRA;Impressao de material para outros usos;MANUFATURA;PAPEL & CELULOSE;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;29416,26;0.0-0.5M;7405;1,0;13074,72;2;0;3;2;8,0;9,0;8,0;8,0;9,0;8,0;9,0;8,0;8,0
T02436;ADESAO TOTVS P;CDU TOTVS SERIE T;SAOPAULO;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;CLOUD INTERA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;6290,27;0.0-0.5M;9423;0,0;0,0;2;0;3;2;;;;;;;;;
T02500;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;129712,03;0.0-0.5M;8633;0,0;0,0;2;0;3;2;8,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0
T02519;CDU LGT ESTOQUE E CUSTOS TRAD;SMS TOTVS SERIE T;SAOPAULO;Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas;VAREJO;VAREJO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;30427,09;0.0-0.5M;10514;0,0;0,0;2;0;3;2;;;;;;;;;
T02523;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;SOROCABA;Fabricacao de tintas de impressao;MANUFATURA;QUIMICA & RECICLAGEM;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;7639683,0;7.5-8.0M;11907;2,0;0,01;0;1;2;0;7,0;7,0;7,8;7,6;6,8;6,2;7,0;6,8;7,4
T02542;CDU CORP TOTVS DIST/LOG RB1;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;157943,86;0.0-0.5M;10506;3,0;49,72;2;0;3;2;8,0;6,0;7,5;8,0;8,5;7,5;8,5;7,5;7,5
T02553;CDU CORP TOTVS VAREJO RB1;CDU TOTVS SERIE T;MANAUS;Comercio atacadista de maquinas, aparelhos e equipamentos para uso agropecuario, partes e pecas;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;AM;44335,0;0.0-0.5M;6660;2,0;5841,47;2;0;3;2;9,33;8,0;8,67;9,0;9,33;8,67;9,33;9,0;8,67
T02571;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;48740,59;0.0-0.5M;10475;0,0;0,0;2;0;3;2;9,0;9,67;8,33;8,33;9,0;7,33;9,0;9,0;8,33
T02610;SMS TOTVS TEC USER;CDU TOTVS SERIE T;CURITIBA;Construcao de rodovias e ferrovias;CONSTRUCAO E PROJETOS;CONSTRUTORAS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;159581,99;0.0-0.5M;9898;0,0;0,0;2;0;3;2;8,75;7,5;8,75;8,75;8,75;8,75;8,75;8,75;8,75
T02655;INFORMIX GROW SINGLEINSTALLREN;SMS TOTVS SERIE T;RIBEIRAOPRETO;Fabricacao de outros produtos alimenticios nao especificados anteriormente;MANUFATURA;BENS DE CONSUMO;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;120319,33;0.0-0.5M;6084;0,0;0,0;2;0;3;2;6,5;5,0;6,5;6,5;6,5;6,5;6,5;6,5;6,5
T02684;CDU CORP TOTVS MANUFATURA RB2;SOFTWARE COMPLEMENTAR;SAOPAULO;Edicao de livros;MANUFATURA;PAPEL & CELULOSE;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;1712385,02;1.5-2.0M;10422;7,0;95449,97;2;3;4;4;;;;;;;;;
T02724;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ITAPEVI;Aluguel de maquinas e equipamentos para construcao sem operador, exceto andaimes;SERVICOS;PROVEDOR SERVICOS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;38897,92;0.0-0.5M;10398;0,0;0,0;2;0;3;2;8,57;8,57;8,0;8,71;8,43;7,86;8,57;8,57;7,86
T02725;PROG OPED STUDIO ND USR MNT;SOFTWARE COMPLEMENTAR;SAOPAULO;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS;SERVICOS;PROVEDOR SERVICOS;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;66303,1;0.0-0.5M;10402;0,0;0,0;2;0;3;2;7,75;8,0;8,0;8,0;7,75;7,75;8,0;8,0;8,0
T02727;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ARACARIGUAMA;Fabricacao de resinas termofixas;MANUFATURA;QUIMICA & RECICLAGEM;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;17369,46;0.0-0.5M;10122;0,0;0,0;2;0;3;2;;;;;;;;;
T02776;ID INT COMP: DO 51 AO 150;SAAS INTERA SOFTWARE;BARUERI;Limpeza em predios e em domicilios;SERVICOS;PROVEDOR SERVICOS;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;338961,09;0.0-0.5M;10356;2,0;4043,74;2;0;1;3;9,71;8,86;9,0;9,0;9,29;7,43;9,86;9,57;9,86
T02810;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de maquinas-ferramenta, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;46085,94;0.0-0.5M;10334;1,0;14906,75;2;0;3;2;9,5;9,17;8,33;8,33;9,67;8,67;9,5;9,5;8,5
T02817;CLOUD  EXPRESS SERIE T 36M;SMS TOTVS SERIE T;BEZERROS;Fornecimento e gestao de recursos humanos para terceiros;SERVICOS;PROVEDOR SERVICOS;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;81019,3;0.0-0.5M;10237;2,0;4207,22;2;0;3;2;7,0;8,14;6,43;6,71;7,71;6,29;6,71;6,57;6,57
T02855;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;PORTOFERREIRA;Fabricacao de moveis com predominancia de madeira;MANUFATURA;BENS DURAVEIS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;4322,57;0.0-0.5M;4388;0,0;0,0;2;0;3;2;6,0;6,0;6,0;5,67;6,67;5,33;6,33;5,33;6,0
T02860;CDU MNT ATIVOS NG TRAD;CDU TOTVS SERIE T;COLATINA;Frigorifico - abate de bovinos;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;ES;227850,19;0.0-0.5M;10320;3,0;19004,34;2;0;3;3;4,33;7,0;4,67;4,67;4,67;4,67;5,67;4,33;4,67
T02894;MANUT.CONFIGURADOR 10 USUARIOS;SMS TOTVS SERIE T;MAGE;Fabricacao de outros brinquedos e jogos recreativos nao especificados anteriormente;MANUFATURA;BENS DURAVEIS;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;15654,15;0.0-0.5M;10283;0,0;0,0;2;0;3;2;9,5;8,5;9,5;9,5;9,5;6,0;9,5;9,0;9,5
T02895;AHGORA ESTRATEGICO;CDU TOTVS SERIE T;SAOPAULO;Atividades de organizacoes associativas patronais e empresariais;SERVICOS;PROVEDOR SERVICOS;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;1176,05;0.0-0.5M;6593;0,0;0,0;2;0;3;2;;;;;;;;;
T02904;CDU FULL TOTVS TRAD;SMS TOTVS SERIE T;RIODEJANEIRO;Fabricacao de materiais para medicina e odontologia;MANUFATURA;BENS DURAVEIS;TOTVS CRM;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;12656,89;0.0-0.5M;9169;1,0;5015,22;2;0;3;2;;;;;;;;;
T02963;BA TRS - EXCEDENTE - ATE 23M;CDU TOTVS SERIE T;ALEGRETE;Fabricacao de produtos do arroz;AGROINDUSTRIA;ORIGINACAO E BENEFICIAMENTO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;207201,53;0.0-0.5M;6827;9,0;93696,17;2;0;3;3;9,4;8,8;9,2;9,2;9,4;9,0;9,4;9,4;9,4
T02984;BM CHEF RETAG CX PAF ECF;CDU BEMATECH;CAXIASDOSUL;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;SERVICOS;PROVEDOR SERVICOS;MICRO E PEQUENOS NEGOCIOS (FOOD);MPN;105;00 - Mensal;RS;16099,78;0.0-0.5M;10236;1,0;0,0;2;0;3;2;8,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0
T03000;CONTAS A PAGAR / TESOURARIA -;SAAS CMNET HOTAL;SAOPAULO;Outras atividades de ensino nao especificadas anteriormente;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;11 - Anual;SP;240328,1;0.0-0.5M;10200;1,0;41,37;2;0;3;3;8,0;7,5;8,0;9,0;8,0;8,0;8,0;7,5;6,5
T03013;PROG OPED ENT RDBMS MNT;SOFTWARE COMPLEMENTAR;TRESCORACOES;Fabricacao de fios, cabos e condutores eletricos isolados;MANUFATURA;BENS DE CAPITAL;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;297492,8;0.0-0.5M;6135;2,0;16802,65;2;0;1;3;7,33;8,0;7,67;7,67;8,33;6,67;7,0;7,67;7,0
T03061;ADESAO INTERA RH PRIVATE;SAAS INTERA SOFTWARE;RIODEJANEIRO;Comercio a varejo de automoveis, camionetas e utilitarios novos;VAREJO;CONCESSIONARIA DE VEICULOS;RH - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RJ;36468,1;0.0-0.5M;654;0,0;0,0;2;0;3;2;8,0;8,0;7,0;7,0;8,0;7,0;8,0;8,0;10,0
T03062;PROG OPED ENT RDBMS MNT;SOFTWARE COMPLEMENTAR;JOINVILLE;Fabricacao de compressores para uso industrial, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SC;1422129,51;1.0-1.5M;10256;7,0;139347,61;2;3;4;4;8,67;9,0;8,33;8,67;8,67;8,67;8,67;8,67;8,0
T03063;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;JARINU;Fabricacao de pecas e acessorios para o sistema motor de veiculos automotores;MANUFATURA;METAL-MECANICO & PLASTICO;SERVICOS DE IMPLANTACAO;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;6847,81;0.0-0.5M;8035;0,0;0,0;2;0;3;2;10,0;9,0;8,0;9,0;8,0;8,0;8,0;8,0;10,0
T03067;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de artefatos de couro nao especificados anteriormente;MANUFATURA;TEXTIL & VESTUARIO;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;122964,99;0.0-0.5M;10262;4,0;7483,64;2;0;3;2;8,5;9,5;9,5;9,0;8,5;8,0;10,0;8,5;10,0
T03085;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Producao de relaminados, trefilados e perfilados de aco, exceto arames;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;221640,4;0.0-0.5M;11592;0,0;0,0;2;0;3;3;10,0;9,5;9,5;9,5;9,5;9,0;9,5;9,5;10,0
T03108;CLIENT NETWORKING MNT;SOFTWARE COMPLEMENTAR;CANOAS;Producao de forjados de aco;MANUFATURA;BENS DE CAPITAL;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;RS;194971,15;0.0-0.5M;6121;1,0;7505,83;2;0;3;2;8,0;7,33;6,67;7,67;7,67;5,67;7,67;8,0;8,0
T03116;FO.DN04.CsU;CDU TOTVS SERIE T;BETIM;Fabricacao de produtos ceramicos refratarios;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;3399519,9;3.0-3.5M;11327;0,0;0,0;0;1;4;5;8,14;8,57;7,29;7,29;8,71;7,29;8,71;8,0;8,57
T03120;CDU CORPORAT. EDUCACIONAL 2.0;SAAS SERIE T;SAOPAULO;Educacao superior - graduacao e pos-graduacao;EDUCACIONAL;SUPERIOR;BSO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1937021,11;1.5-2.0M;8515;5,0;127205,13;2;3;4;4;7,0;7,0;7,0;8,0;8,0;8,0;7,0;5,0;7,0
T03133;ARREND E LOCACOES PREMIUM;SAAS SERIE T;SAOPAULO;Fabricacao de celulose e outras pastas para a fabricacao de papel;MANUFATURA;PAPEL & CELULOSE;GESPLAN;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;121492,69;0.0-0.5M;10262;2,0;32120,24;2;0;3;2;;;;;;;;;
T03154;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;ITAPIRA;Fabricacao de equipamentos hidraulicos e pneumaticos, pecas e acessorios, exceto valvulas;MANUFATURA;BENS DE CAPITAL;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;130108,62;0.0-0.5M;10262;2,0;0,01;2;0;3;2;8,67;9,0;8,67;8,67;8,67;7,67;8,67;8,67;8,0
T03193;CDU LGT G CAP HUMANO TRAD;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;19224,85;0.0-0.5M;10262;1,0;8244,36;2;0;3;2;6,0;7,5;5,5;8,0;4,5;6,0;6,0;6,0;6,0
T03198;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SUZANO;Fabricacao de impermeabilizantes, solventes e produtos afins;MANUFATURA;QUIMICA & RECICLAGEM;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;34444,76;0.0-0.5M;9978;0,0;0,0;2;0;3;2;7,5;7,5;7,0;7,5;8,0;7,0;8,0;7,0;7,0
T03201;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Atividades de organizacoes sindicais;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;12866,99;0.0-0.5M;10221;0,0;0,0;2;0;3;2;;;;;;;;;
T03211;CDU TOTVS I TRAD;CDU TOTVS SERIE T;RECIFE;Outras atividades de ensino nao especificadas anteriormente;EDUCACIONAL;EDUCACAO CONTINUADA;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;24070,87;0.0-0.5M;10215;1,0;15136,52;2;0;3;2;9,17;8,5;8,83;9,17;8,67;8,83;9,33;9,17;9,0
T03213;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;MORRODAFUMACA;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;179,23;0.0-0.5M;4376;0,0;0,0;2;0;3;2;5,33;8,33;5,33;5,67;5,33;4,0;6,0;5,0;6,0
T03231;CDU CORP TOTVS VAREJO RB1;CDU TOTVS SERIE T;MAIRIPORA;Comercio varejista de materiais de construcao nao especificados anteriormente;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;30168,62;0.0-0.5M;6323;2,0;0,01;2;0;3;2;9,0;9,5;8,0;8,5;9,5;8,0;9,5;7,0;6,5
T03268;ID INT COMP: DO 16 AO 30;SAAS INTERA SOFTWARE;CHAPADADOSGUIMARAES;Fabricacao de aguas envasadas;MANUFATURA;BENS DE CONSUMO;CROSS - INTERA;MODALIDADE TRADICIONAL;105;00 - Mensal;MT;48085,23;0.0-0.5M;4388;0,0;0,0;2;0;3;2;8,57;8,14;8,29;8,43;8,0;7,71;8,29;8,14;8,71
T03306;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Outras atividades de servicos prestados principalmente …s empresas nao especificadas anteriormente;MANUFATURA;BENS DE CONSUMO;LOGISTICA - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;366904,75;0.0-0.5M;10167;3,0;51209,47;2;0;1;3;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0
T03309;SMS TOTVS TEC USER;CDU TOTVS SERIE T;BARUERI;Fabricacao de laticinios;MANUFATURA;BENS DE CONSUMO;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;114848,38;0.0-0.5M;10963;0,0;0,0;2;0;3;2;8,2;8,2;8,2;8,2;7,8;6,6;8,0;7,8;8,4
T03314;SMS TOTVS TEC USER;CONSULTORIA TRADICIONAL AMS;SAOPAULO;Comercio atacadista de instrumentos e materiais para uso medico, cirurgico, hospitalar e de laboratorios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;AMS;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;519288,16;0.5-1.0M;10167;4,0;125737,69;2;0;1;3;8,0;9,0;7,0;7,0;9,0;7,0;7,0;7,0;9,0
T03315;CDU FULL TOTVS TRAD;SOFTWARE COMPLEMENTAR;PORTOALEGRE;Servicos de assistencia social sem alojamento;SAUDE;SAUDE;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;2974,81;0.0-0.5M;5937;0,0;0,0;2;0;3;2;8,5;8,5;7,0;8,5;8,5;8,0;8,5;8,5;8,5
T03356;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Atividades de associacoes de defesa de direitos sociais;SERVICOS;PROVEDOR SERVICOS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;3478057,36;3.0-3.5M;11971;0,0;0,0;0;1;4;5;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0
T03360;ADS 8.0 (PLATAFORMA NT) 5 USU;SOFTWARE COMPLEMENTAR;SAOPAULO;Fabricacao de outras maquinas e equipamentos de uso geral nao especificados anteriormente, pecas e acessorios;MANUFATURA;BENS DURAVEIS;SOFTWARE COMPLEMENTAR;NAO INFORMADO;105;00 - Mensal;SP;3699,36;0.0-0.5M;10152;0,0;0,0;2;0;3;2;8,67;9,0;8,33;8,67;9,0;8,33;8,67;8,33;8,33
T03367;SMS TOTVS TEC PROCESSOR X86 MU;SMS TOTVS SERIE T;CURITIBA;Atividades de consultoria em gestao empresarial, exceto consultoria tecnica especifica;SERVICOS;PROVEDOR SERVICOS;CROSS - CORPORATIVO;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;71033,14;0.0-0.5M;5508;0,0;0,0;2;0;3;2;8,5;7,0;8,0;8,5;8,5;9,0;8,5;8,5;8,5
