CD_CLIENTE;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
T07912;8.714285714285714;9.142857142857142;8.0;8.285714285714286;9.285714285714286;7.571428571428571;8.571428571428571;8.714285714285714;8.571428571428571
T07947;7.333333333333333;5.666666666666667;7.0;8.0;5.333333333333333;8.0;8.666666666666666;6.333333333333333;7.0
T07984;5.0;8.5;9.0;9.0;7.0;6.0;9.0;3.5;7.0
T08043;10.0;9.0;7.0;7.0;10.0;7.0;8.0;8.0;8.0
T08085;8.333333333333334;8.166666666666666;7.166666666666667;7.833333333333333;8.166666666666666;8.0;8.5;8.333333333333334;8.333333333333334
T08115;7.0;4.333333333333333;6.666666666666667;6.833333333333333;6.166666666666667;5.666666666666667;6.833333333333333;4.666666666666667;6.833333333333333
T08203;8.0;7.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T08223;8.0;7.0;7.0;7.5;8.5;8.5;8.5;8.0;8.0
T08225;9.285714285714286;9.571428571428571;8.142857142857142;8.142857142857142;9.285714285714286;8.571428571428571;9.285714285714286;9.285714285714286;9.428571428571429
T08245;9.0;9.0;8.5;9.0;9.0;8.0;9.0;9.0;9.0
T08257;6.5;5.833333333333333;6.666666666666667;6.833333333333333;6.666666666666667;6.666666666666667;6.833333333333333;6.333333333333333;6.833333333333333
T08298;3.0;1.5;2.0;3.0;4.5;3.0;3.5;0.0;2.0
T08322;9.0;9.285714285714286;8.571428571428571;8.571428571428571;8.857142857142858;8.571428571428571;8.428571428571429;8.428571428571429;8.428571428571429
T08368;9.166666666666666;9.5;8.666666666666666;8.833333333333334;8.666666666666666;7.666666666666667;9.166666666666666;9.0;9.333333333333334
T08383;8.0;10.0;10.0;8.0;10.0;10.0;7.0;10.0;10.0
T08391;7.8;8.0;8.0;8.2;8.4;7.2;8.0;7.8;8.6
T08433;5.0;6.5;5.5;5.5;5.0;5.5;6.5;7.0;6.5
T08451;7.5;7.0;6.5;7.0;7.0;7.0;6.5;7.5;8.0
T08492;10.0;10.0;10.0;10.0;10.0;7.0;10.0;10.0;8.0
T08807;7.0;6.0;8.0;8.0;5.0;7.0;10.0;8.0;8.0
T08822;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T08855;9.6;9.6;9.2;8.6;8.8;7.6;10.0;9.4;9.6
T08881;9.0;10.0;8.2;9.0;9.8;8.0;9.8;9.6;9.2
T08886;9.166666666666666;9.666666666666666;9.5;10.0;10.0;6.833333333333333;9.5;9.166666666666666;9.0
T08909;8.333333333333334;8.333333333333334;6.666666666666667;6.666666666666667;7.333333333333333;6.333333333333333;8.0;8.333333333333334;8.333333333333334
T08938;9.0;10.0;8.666666666666666;8.666666666666666;9.0;8.333333333333334;9.0;8.333333333333334;9.0
T08946;9.2;9.4;9.6;9.6;9.0;8.4;9.2;9.2;9.6
T08976;7.2;8.6;6.8;6.6;7.0;6.2;7.2;7.2;6.8
T09016;9.0;9.0;8.666666666666666;8.666666666666666;9.0;8.666666666666666;8.333333333333334;8.666666666666666;9.0
T09068;9.0;7.0;9.0;9.0;8.0;8.0;9.0;8.0;9.0
T09092;8.0;10.0;6.0;8.0;10.0;7.0;10.0;10.0;10.0
T09104;8.0;7.5;7.0;7.75;7.25;5.25;6.0;7.0;7.0
T09105;8.25;9.5;8.5;8.0;8.5;6.75;8.0;8.0;8.5
T09128;9.5;9.5;6.0;8.5;8.0;7.0;9.5;9.5;8.0
T09129;9.666666666666666;9.666666666666666;3.0;7.666666666666667;9.0;0.0;0.0;9.0;8.666666666666666
T09163;8.0;10.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T09168;8.0;6.0;7.6;7.8;8.0;6.2;7.6;8.0;8.0
T09170;6.4;7.4;6.3;6.5;7.1;6.2;6.3;6.4;6.3
T09188;9.0;9.2;8.0;8.4;9.0;7.4;8.2;8.6;8.8
T09190;8.0;4.5;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T09248;10.0;10.0;10.0;10.0;10.0;8.5;9.0;10.0;9.0
T09401;6.0;7.5;6.0;6.0;7.0;7.0;6.0;6.0;6.0
T09408;9.333333333333334;7.666666666666667;8.333333333333334;9.0;9.666666666666666;7.666666666666667;7.666666666666667;9.333333333333334;8.666666666666666
T09428;8.0;9.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T09440;5.333333333333333;6.666666666666667;5.333333333333333;6.0;6.666666666666667;6.0;6.666666666666667;3.6666666666666665;7.333333333333333
T09444;2.0;8.0;2.0;2.0;4.0;1.0;2.0;2.0;2.0
T09450;9.666666666666666;9.666666666666666;8.333333333333334;10.0;9.0;7.666666666666667;10.0;10.0;9.666666666666666
T09481;9.0;9.0;8.0;7.75;9.0;8.25;9.5;9.5;9.5
T09487;8.5;5.0;8.5;8.5;8.5;8.5;8.5;8.5;8.5
T09502;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
T09514;7.6;8.8;7.6;7.6;8.4;6.4;8.0;7.8;7.8
T09519;7.5;8.0;7.5;7.5;8.0;7.5;7.5;7.75;7.5
T09580;8.5;8.75;8.0;8.0;8.5;7.25;8.25;8.25;8.75
T09590;9.4;9.4;8.6;9.4;9.6;8.6;9.4;9.0;8.8
T09624;7.666666666666667;7.666666666666667;7.0;6.333333333333333;8.333333333333334;5.666666666666667;8.0;7.333333333333333;7.666666666666667
T09656;9.333333333333334;9.333333333333334;10.0;10.0;9.333333333333334;8.333333333333334;9.666666666666666;9.333333333333334;8.333333333333334
T09665;10.0;9.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T09724;9.666666666666666;8.833333333333334;8.833333333333334;8.666666666666666;9.5;8.833333333333334;9.166666666666666;9.5;8.166666666666666
T09736;10.0;10.0;9.333333333333334;10.0;10.0;10.0;10.0;10.0;10.0
T09755;8.833333333333334;8.833333333333334;8.0;8.5;9.0;7.833333333333333;9.0;8.666666666666666;8.333333333333334
T09800;10.0;10.0;6.5;8.0;10.0;10.0;8.5;10.0;10.0
T09817;10.0;10.0;8.0;10.0;10.0;9.0;10.0;9.0;10.0
T09845;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T09851;8.857142857142858;9.428571428571429;7.857142857142857;8.285714285714286;9.142857142857142;7.285714285714286;9.142857142857142;8.714285714285714;8.142857142857142
T09860;9.333333333333334;8.0;8.666666666666666;9.0;9.0;8.666666666666666;8.666666666666666;9.0;9.0
T09935;10.0;10.0;7.5;9.0;7.5;6.0;10.0;9.5;10.0
T09969;7.333333333333333;7.0;6.333333333333333;6.666666666666667;7.666666666666667;5.666666666666667;7.0;7.0;7.333333333333333
T09978;8.857142857142858;8.714285714285714;8.571428571428571;8.714285714285714;8.857142857142858;8.571428571428571;9.0;8.857142857142858;8.714285714285714
T09979;8.6;6.6;8.0;8.4;8.0;8.8;8.8;8.4;8.2
T09981;9.75;9.375;9.0;9.375;10.0;8.75;10.0;9.5;9.5
T10010;8.8;7.6;8.2;8.2;8.6;7.4;8.6;8.8;8.8
T10019;8.75;8.25;8.25;8.5;8.25;7.25;8.0;8.75;8.5
T10022;7.75;8.0;7.5;8.0;7.75;7.5;7.75;8.0;8.5
T10084;8.625;8.875;8.375;8.5;8.5;8.75;8.75;8.375;8.5
T10090;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T10110;9.0;8.0;7.0;8.333333333333334;9.333333333333334;6.333333333333333;8.666666666666666;9.0;8.333333333333334
T10121;9.285714285714286;9.714285714285714;9.142857142857142;9.285714285714286;8.857142857142858;7.714285714285714;9.285714285714286;9.285714285714286;9.285714285714286
T10145;6.75;6.0;5.25;6.25;5.0;4.75;6.75;7.25;6.5
T10159;8.5;8.5;6.0;7.0;6.5;8.0;8.0;8.5;8.5
T10179;9.25;8.5;7.75;8.75;9.0;7.0;8.75;8.5;8.5
T10182;7.8;8.2;7.8;8.2;8.2;6.8;7.2;7.6;8.2
T10199;4.75;5.75;6.0;6.0;8.0;4.25;7.5;6.0;5.75
T10216;9.0;9.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334;9.0;8.666666666666666
T10219;7.0;9.0;7.0;7.0;8.0;7.0;7.0;7.0;7.0
T10247;8.0;8.0;8.0;8.0;7.0;7.0;8.0;7.0;8.0
T10271;9.0;7.8;8.0;8.4;8.2;8.2;8.8;8.6;8.4
T10289;10.0;9.666666666666666;8.0;9.5;9.166666666666666;9.166666666666666;10.0;10.0;9.166666666666666
T10391;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T10392;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T10402;10.0;9.25;8.25;8.75;9.75;8.5;9.75;9.75;8.25
T10413;8.25;8.75;8.25;8.75;8.75;8.25;8.75;8.5;7.75
T10415;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T10471;7.0;6.0;6.333333333333333;6.333333333333333;6.333333333333333;7.0;7.0;7.0;7.333333333333333
T10494;7.0;6.0;6.0;6.0;6.333333333333333;3.6666666666666665;6.666666666666667;7.333333333333333;8.0
T10570;9.0;9.5;7.5;8.5;8.833333333333334;7.5;8.666666666666666;9.0;8.5
T10661;10.0;10.0;9.0;9.5;9.75;9.5;10.0;9.75;10.0
T10679;7.666666666666667;5.333333333333333;7.833333333333333;8.0;7.5;7.833333333333333;8.166666666666666;7.666666666666667;7.833333333333333
T10680;8.5;8.5;8.0;8.0;8.5;8.5;8.5;8.5;8.5
T10698;8.0;8.0;7.0;7.0;8.0;5.0;6.0;8.0;8.0
T10703;9.333333333333334;8.166666666666666;8.166666666666666;8.333333333333334;8.666666666666666;7.0;8.333333333333334;9.0;8.666666666666666
T10752;9.75;9.5;9.5;9.25;9.25;8.75;9.5;9.5;9.25
T10765;7.2;6.8;6.2;6.6;5.8;5.8;8.0;6.6;8.8
T10859;8.666666666666666;8.333333333333334;8.333333333333334;8.0;9.333333333333334;8.0;8.666666666666666;8.0;7.666666666666667
T10869;9.666666666666666;9.333333333333334;8.333333333333334;9.0;9.333333333333334;6.333333333333333;9.333333333333334;8.666666666666666;9.333333333333334
T10872;6.75;7.75;6.875;7.25;7.75;6.0;6.5;6.75;6.875
T10881;9.2;9.2;9.2;9.2;9.2;9.2;9.2;9.2;9.2
T10944;6.0;2.0;9.0;9.0;1.0;6.0;4.0;5.0;8.0
T10952;7.5;7.5;6.0;7.5;8.5;5.5;8.5;5.5;7.0
T10967;9.0;9.333333333333334;8.333333333333334;9.0;9.0;8.0;9.0;9.0;9.0
T10981;7.5;7.5;8.5;8.5;7.5;5.5;6.0;7.5;7.0
T10982;9.0;8.5;9.0;9.0;9.0;8.0;8.0;9.0;9.0
T10983;10.0;9.5;9.0;9.0;9.5;8.5;9.5;9.5;9.5
T11026;9.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0
T11036;8.0;8.5;7.5;7.75;8.0;7.0;8.0;7.5;8.0
T11037;8.0;8.5;7.25;7.5;8.25;7.25;7.75;7.5;7.0
T11071;10.0;10.0;8.666666666666666;10.0;10.0;9.0;10.0;9.666666666666666;9.333333333333334
T11082;10.0;10.0;10.0;10.0;10.0;5.5;10.0;10.0;7.5
T11117;8.0;10.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T11157;7.0;7.0;6.5;8.0;5.0;7.0;8.0;4.0;7.5
T11161;8.666666666666666;9.88888888888889;9.222222222222221;9.333333333333334;9.0;8.222222222222221;9.333333333333334;8.666666666666666;8.555555555555555
T11287;7.5;9.0;7.5;7.5;7.5;7.5;7.5;7.5;7.5
T11293;8.571428571428571;9.285714285714286;8.142857142857142;8.428571428571429;8.857142857142858;8.428571428571429;8.857142857142858;8.571428571428571;8.0
T11318;5.333333333333333;5.333333333333333;5.0;5.333333333333333;5.333333333333333;4.666666666666667;5.333333333333333;5.0;4.333333333333333
T11382;9.5;10.0;9.0;9.333333333333334;9.5;9.0;9.333333333333334;9.333333333333334;9.166666666666666
T11387;9.0;8.166666666666666;8.833333333333334;8.833333333333334;8.833333333333334;8.833333333333334;9.0;9.166666666666666;9.0
T11432;4.0;5.666666666666667;5.666666666666667;5.666666666666667;6.666666666666667;4.0;6.666666666666667;4.0;5.666666666666667
T11454;9.166666666666666;8.833333333333334;8.833333333333334;8.833333333333334;8.666666666666666;8.5;9.0;9.166666666666666;8.833333333333334
T11510;8.5;9.0;8.25;8.5;8.5;8.0;8.5;8.25;8.5
T11561;10.0;10.0;9.5;9.5;10.0;8.0;9.5;9.5;10.0
T11564;8.0;9.0;9.0;9.0;9.0;8.0;8.0;9.0;10.0
T11577;5.333333333333333;7.666666666666667;6.666666666666667;8.0;5.333333333333333;5.0;5.333333333333333;6.666666666666667;7.333333333333333
T11623;9.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334
T11677;8.5;9.0;8.5;8.5;8.5;8.5;8.5;8.5;8.5
T11687;8.0;8.0;8.0;8.0;9.0;8.0;8.0;8.0;8.0
T11727;8.285714285714286;8.285714285714286;8.714285714285714;8.428571428571429;8.142857142857142;8.142857142857142;8.428571428571429;8.285714285714286;8.714285714285714
T11754;9.0;9.4;8.6;9.0;9.2;8.8;9.2;9.2;9.2
T11806;7.4;7.6;7.2;7.2;6.6;8.0;8.4;7.0;7.4
T11871;7.5;8.0;6.0;7.5;8.5;7.0;8.5;7.5;7.5
T11906;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T11910;5.5;8.5;5.5;5.0;6.5;6.5;6.5;6.0;6.0
T12016;10.0;10.0;10.0;10.0;10.0;9.5;10.0;10.0;10.0
T12061;8.5;8.5;8.5;8.5;8.5;7.5;8.5;8.5;9.0
T12062;8.333333333333334;8.0;7.666666666666667;7.666666666666667;8.666666666666666;6.666666666666667;8.666666666666666;8.333333333333334;8.333333333333334
T12096;9.0;8.333333333333334;8.333333333333334;8.666666666666666;7.333333333333333;8.333333333333334;8.666666666666666;8.0;8.333333333333334
T12098;10.0;10.0;10.0;10.0;10.0;8.4;10.0;10.0;10.0
T12132;7.0;9.0;7.0;7.0;9.0;7.0;8.0;7.0;7.0
T12183;7.5;4.75;7.5;7.5;7.5;7.5;7.5;7.5;7.25
T12195;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T12221;8.75;9.0;8.75;8.75;8.75;8.5;8.75;8.75;8.75
T12230;9.0;8.333333333333334;7.333333333333333;7.333333333333333;8.666666666666666;6.333333333333333;7.333333333333333;6.333333333333333;8.333333333333334
T12248;8.0;8.0;7.0;8.0;10.0;7.0;8.0;8.0;8.0
T12280;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T12357;8.5;8.0;7.5;8.0;8.0;8.0;8.5;8.5;8.5
T12377;7.5;8.5;7.5;7.5;7.5;7.5;7.5;7.5;7.5
T12393;9.75;9.75;9.5;9.5;9.5;8.75;9.5;9.75;9.5
T12395;9.5;10.0;8.5;8.5;9.5;6.0;9.5;8.5;10.0
T12416;10.0;10.0;9.75;9.75;10.0;8.0;9.75;9.75;9.75
T12450;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T12464;9.5;10.0;8.75;8.5;9.5;6.75;9.5;9.5;8.5
T12467;4.25;4.5;5.5;5.5;6.0;3.75;5.0;4.25;4.25
T12530;8.333333333333334;9.0;8.333333333333334;8.0;8.333333333333334;7.333333333333333;8.333333333333334;8.333333333333334;8.333333333333334
T12552;9.25;9.25;7.0;7.0;9.5;8.75;9.5;9.0;9.25
T12562;7.0;7.0;6.0;6.0;9.0;6.0;7.0;7.0;6.0
T12582;9.0;8.0;8.0;8.0;6.0;7.5;8.0;7.5;8.5
T12653;9.0;10.0;8.0;9.0;10.0;8.0;9.0;9.0;10.0
T12712;9.0;7.5;8.5;9.0;9.0;9.0;8.5;8.5;8.5
T12817;8.0;2.0;7.0;4.0;2.0;2.0;8.0;8.0;7.0
T12825;8.5;8.5;8.5;7.0;8.5;8.0;8.5;8.5;8.5
T12864;7.5;8.0;7.5;7.5;9.0;7.5;7.5;7.0;7.5
T12870;8.0;8.0;6.0;6.0;9.0;6.0;7.0;7.0;7.0
T12915;8.142857142857142;7.857142857142857;7.285714285714286;7.571428571428571;8.142857142857142;6.857142857142857;6.428571428571429;7.571428571428571;6.571428571428571
T12953;7.0;5.0;7.0;7.0;7.0;7.0;7.0;7.0;6.5
T12969;10.0;10.0;8.0;9.0;10.0;7.0;9.0;10.0;9.0
T13017;8.428571428571429;9.142857142857142;8.142857142857142;8.285714285714286;9.0;7.857142857142857;8.142857142857142;8.428571428571429;8.571428571428571
T13019;7.25;8.25;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T13023;8.5;9.0;4.5;5.25;8.25;7.5;7.75;8.25;7.75
T13047;7.333333333333333;7.333333333333333;8.333333333333334;8.333333333333334;9.333333333333334;7.333333333333333;7.333333333333333;7.333333333333333;8.0
T13065;7.0;6.333333333333333;6.0;6.0;6.666666666666667;7.0;7.333333333333333;6.666666666666667;7.333333333333333
T13109;9.0;9.666666666666666;8.5;9.0;9.0;8.0;9.0;8.833333333333334;8.333333333333334
T13275;10.0;10.0;10.0;10.0;10.0;8.0;10.0;10.0;10.0
T13320;6.333333333333333;6.333333333333333;5.666666666666667;5.666666666666667;6.0;5.333333333333333;6.666666666666667;6.333333333333333;6.333333333333333
T13347;8.6;8.4;7.8;8.6;8.6;7.4;8.2;8.6;8.4
T13388;9.714285714285714;6.714285714285714;9.571428571428571;9.571428571428571;9.571428571428571;9.428571428571429;9.428571428571429;9.571428571428571;9.571428571428571
T13454;10.0;10.0;8.0;8.0;10.0;10.0;10.0;10.0;10.0
T13468;8.0;8.0;9.0;9.0;7.5;8.5;9.0;8.0;7.5
T13481;5.5;7.0;6.0;6.0;7.5;5.5;5.0;3.5;7.0
T13485;7.333333333333333;5.666666666666667;7.333333333333333;7.333333333333333;7.0;7.333333333333333;7.666666666666667;7.333333333333333;7.666666666666667
T13617;8.0;8.8;8.0;8.8;7.8;7.8;9.0;8.0;8.6
T13630;9.333333333333334;9.333333333333334;7.666666666666667;9.333333333333334;9.333333333333334;8.666666666666666;8.333333333333334;8.333333333333334;8.666666666666666
T13640;9.5;9.0;9.0;9.25;9.5;8.75;9.25;8.5;9.25
T13659;9.5;10.0;9.0;9.0;10.0;9.0;9.5;9.5;9.5
T13661;8.0;9.0;8.0;8.5;8.5;8.0;8.0;8.0;8.0
T13666;7.5;8.666666666666666;7.5;7.833333333333333;7.5;7.5;7.5;7.5;7.833333333333333
T13697;8.0;9.166666666666666;7.333333333333333;7.666666666666667;8.0;7.333333333333333;7.833333333333333;8.0;7.5
T13777;8.0;8.333333333333334;7.333333333333333;7.333333333333333;8.0;7.666666666666667;8.0;8.0;8.0
T13780;9.0;9.333333333333334;9.333333333333334;8.666666666666666;9.0;7.666666666666667;10.0;9.333333333333334;9.0
T13796;8.5;7.5;8.0;8.5;8.5;7.5;8.5;8.5;8.5
T13825;10.0;8.0;8.5;10.0;10.0;6.5;10.0;10.0;10.0
T13830;9.5;9.5;9.5;9.5;9.5;8.5;9.5;9.5;8.0
T13833;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T13852;8.5;8.5;8.0;7.5;8.5;8.0;8.5;8.5;8.5
T13857;9.0;10.0;8.0;10.0;9.0;10.0;10.0;8.0;9.0
T13864;9.75;9.0;9.5;9.25;9.25;8.75;9.0;9.25;9.5
T13875;9.125;8.625;8.375;8.25;8.25;8.25;9.0;9.0;8.375
T13934;6.0;7.5;6.0;6.0;6.0;6.0;6.0;6.0;6.0
T13935;8.5;8.5;7.5;10.0;8.5;5.0;10.0;8.5;8.0
T13937;8.666666666666666;8.0;6.0;6.666666666666667;8.666666666666666;6.666666666666667;8.333333333333334;8.666666666666666;5.0
T14012;9.0;9.0;7.0;9.0;10.0;8.0;9.0;10.0;8.0
T14072;8.0;9.0;8.333333333333334;8.166666666666666;8.0;7.666666666666667;8.166666666666666;8.0;8.0
T14081;8.166666666666666;8.666666666666666;8.0;8.166666666666666;8.0;7.666666666666667;8.0;8.166666666666666;8.333333333333334
T14119;7.5;7.5;7.25;8.0;7.75;7.0;7.5;7.5;7.25
T14167;9.75;9.25;8.5;9.0;9.75;8.5;9.5;9.0;9.25
T14188;9.0;9.0;9.0;10.0;5.0;8.0;10.0;9.0;8.5
T14190;8.571428571428571;8.285714285714286;8.428571428571429;8.571428571428571;8.571428571428571;7.285714285714286;8.285714285714286;8.142857142857142;8.714285714285714
T14228;5.857142857142857;7.714285714285714;6.571428571428571;5.571428571428571;6.571428571428571;5.142857142857143;6.857142857142857;5.857142857142857;5.857142857142857
T14245;8.625;8.625;8.5;8.0;8.75;8.375;8.875;8.75;8.625
T14264;10.0;10.0;9.75;10.0;10.0;9.0;9.25;10.0;10.0
T14319;6.4;6.4;5.8;6.6;6.6;4.8;5.2;6.2;5.4
T14333;9.5;9.5;8.5;9.5;9.5;9.0;9.5;9.5;8.5
T14354;8.0;8.5;8.0;8.0;8.5;7.333333333333333;8.333333333333334;8.0;8.0
T14390;9.0;9.0;8.0;8.0;10.0;5.0;8.0;9.0;9.0
T14398;9.0;8.833333333333334;7.833333333333333;8.5;9.166666666666666;7.666666666666667;9.333333333333334;9.0;9.0
T14431;8.0;7.5;8.0;8.0;9.0;9.0;9.0;8.0;9.0
T14439;9.5;7.5;9.5;9.5;9.5;9.5;9.5;9.5;9.5
T14449;10.0;10.0;8.0;9.0;9.5;8.5;10.0;10.0;10.0
T14450;6.6;6.2;6.0;6.8;6.2;5.8;6.6;6.6;6.0
T14466;8.666666666666666;8.333333333333334;8.0;8.777777777777779;8.0;7.444444444444445;8.444444444444445;8.333333333333334;7.222222222222222
T14475;8.571428571428571;7.714285714285714;7.714285714285714;7.714285714285714;8.142857142857142;7.714285714285714;8.0;7.571428571428571;8.285714285714286
T14511;8.0;9.333333333333334;7.333333333333333;7.333333333333333;8.666666666666666;7.333333333333333;8.666666666666666;8.0;7.333333333333333
T14535;10.0;10.0;9.428571428571429;10.0;9.428571428571429;9.714285714285714;9.857142857142858;10.0;10.0
T14539;8.0;7.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T14588;9.5;9.833333333333334;9.0;9.5;9.5;8.666666666666666;9.5;9.166666666666666;9.0
T14596;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T14650;7.4;7.6;6.2;6.2;7.8;6.0;8.0;7.2;8.0
T14744;9.6;9.2;8.8;9.0;9.0;8.6;8.8;9.4;8.8
T14749;7.5;6.0;5.0;6.5;6.5;4.0;4.5;6.5;4.0
T14772;8.75;9.25;8.75;9.0;8.75;8.5;8.75;8.75;9.0
T14841;8.0;10.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T14847;10.0;10.0;8.0;8.0;7.0;7.0;10.0;10.0;10.0
T14861;9.333333333333334;6.0;8.666666666666666;8.666666666666666;7.333333333333333;6.666666666666667;8.333333333333334;5.666666666666667;8.666666666666666
T14917;9.25;9.5;9.25;9.25;9.25;8.0;9.0;9.25;8.75
T14930;9.0;9.0;8.0;8.0;9.25;8.5;9.0;8.25;8.0
T14950;8.857142857142858;7.714285714285714;7.428571428571429;8.428571428571429;8.0;7.0;9.142857142857142;9.142857142857142;8.428571428571429
T15003;9.0;10.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
T15011;6.75;5.75;6.75;6.75;6.75;5.5;6.75;6.75;6.75
T15034;8.0;7.0;7.0;7.0;6.0;7.0;7.0;8.0;8.0
T15035;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;9.5
T15045;10.0;6.666666666666667;7.666666666666667;9.333333333333334;10.0;7.666666666666667;10.0;9.666666666666666;6.0
T15055;10.0;10.0;10.0;10.0;10.0;7.0;10.0;10.0;10.0
T15061;8.0;8.2;7.6;8.2;8.2;7.6;7.6;8.0;7.4
T15062;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T15074;5.2;6.6;6.0;5.6;6.0;4.8;5.8;6.0;5.8
T15080;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T15122;10.0;9.0;9.0;10.0;10.0;9.0;10.0;9.0;9.0
T15135;9.0;9.0;7.0;8.0;9.0;9.0;9.0;7.0;9.0
T15140;10.0;9.333333333333334;7.666666666666667;9.333333333333334;9.666666666666666;3.3333333333333335;10.0;10.0;10.0
T15144;5.0;3.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0
T15145;8.0;9.0;8.666666666666666;8.666666666666666;8.666666666666666;8.0;8.0;8.0;8.0
T15159;6.5;6.75;6.5;6.5;7.5;7.0;8.0;6.5;7.0
T15162;9.0;9.2;9.2;9.2;9.4;9.2;9.4;9.2;8.4
T15169;9.0;7.5;7.5;7.5;8.0;8.0;9.0;7.0;8.0
T15172;8.75;8.25;7.75;7.75;8.75;6.5;8.75;8.0;7.5
T15173;7.833333333333333;7.833333333333333;7.333333333333333;7.333333333333333;7.666666666666667;6.5;6.666666666666667;7.666666666666667;7.666666666666667
T15176;5.0;5.0;5.0;5.25;5.0;5.0;5.0;3.75;3.75
T15225;9.0;9.0;8.0;8.0;9.0;8.0;9.0;8.0;8.0
T15232;8.0;7.5;6.0;8.0;7.5;5.5;7.5;8.0;7.0
T15240;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
T15283;7.25;10.0;5.0;8.0;9.5;4.5;9.5;8.25;6.75
T15289;7.666666666666667;8.666666666666666;7.666666666666667;8.0;9.0;7.666666666666667;7.666666666666667;8.0;8.0
T15314;7.666666666666667;7.666666666666667;7.0;7.333333333333333;7.666666666666667;7.666666666666667;7.666666666666667;7.666666666666667;7.666666666666667
T15319;10.0;10.0;8.0;9.0;10.0;10.0;10.0;10.0;9.0
T15331;9.285714285714286;9.285714285714286;9.285714285714286;9.285714285714286;9.285714285714286;9.285714285714286;9.285714285714286;9.285714285714286;9.285714285714286
T15393;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T15456;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T15467;6.2;7.4;6.2;6.2;6.8;5.6;5.6;6.6;6.6
T15510;7.5;9.5;6.333333333333333;6.333333333333333;7.166666666666667;7.333333333333333;7.5;7.5;7.333333333333333
T15526;9.5;9.5;9.5;9.5;9.5;7.5;9.5;9.5;9.5
T15532;9.5;9.0;7.5;8.0;9.0;7.5;8.5;8.0;8.0
T15550;7.0;6.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T15560;8.0;8.5;8.5;8.5;8.5;8.5;8.5;8.5;9.0
T15583;7.666666666666667;7.333333333333333;8.0;8.0;7.666666666666667;7.0;8.0;7.0;7.666666666666667
T15628;8.0;8.5;8.0;8.75;8.0;7.5;8.0;7.5;7.75
T15633;7.2;7.8;6.2;6.0;7.0;6.0;7.0;6.0;7.6
T15644;8.8;8.8;8.4;8.4;8.8;7.6;8.8;7.8;9.2
T15650;5.25;7.75;5.25;5.75;5.75;5.25;6.0;5.25;5.5
T15669;8.0;7.333333333333333;7.333333333333333;7.333333333333333;8.333333333333334;8.0;8.666666666666666;8.0;7.0
T15688;7.0;9.0;7.0;5.0;10.0;4.0;8.0;6.0;8.0
T15691;8.666666666666666;8.333333333333334;8.0;8.0;7.333333333333333;7.666666666666667;8.0;8.333333333333334;8.333333333333334
T15697;9.0;8.5;9.0;9.0;9.0;9.0;9.0;9.0;9.0
T15732;8.2;9.0;8.0;8.2;8.0;7.2;8.2;8.2;8.0
T15737;8.0;8.5;8.0;8.0;7.5;7.5;8.0;8.0;8.0
