CD_CLIENTE;DS_PROD_MODA;DS_LIN_REC_MODA;CIDADE;DS_CNAE;DS_SEGMENTO;DS_SUBSEGMENTO;MARCA_TOTVS_MODA;MODAL_COMERC_MODA;PAIS;PERIODICIDADE_MODA;UF;VL_TOTAL_CONTRATO_SOMA;FAIXA_VLR_TOT_SOMA_CONTRATOS;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M;CLUSTER_3;CLUSTER_4;CLUSTER_5;CLUSTER_6;telemetria_moduloid_moda;telemetria_productlineid_moda;telemetria_slotid_moda;telemetria_statuslicenca_moda;telemetria_contagem;NR_PROPOSTA_count;ITEM_PROPOSTA_agg_moda;HOSPEDAGEM_agg_moda;FAT_FAIXA_agg_moda;CD_PROD_agg_moda;QTD_median;QTD_sum;VL_PCT_DESC_TEMP_median;VL_PCT_DESC_TEMP_sum;VL_PCT_DESCONTO_median;VL_PCT_DESCONTO_sum;PRC_UNITARIO_median;PRC_UNITARIO_sum;VL_DESCONTO_TEMPORARIO_median;VL_DESCONTO_TEMPORARIO_sum;VL_TOTAL_median;VL_TOTAL_sum;VL_FULL_median;VL_FULL_sum;VL_DESCONTO_median;VL_DESCONTO_sum;MRR_12M_median;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
T01531;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Atividades de contabilidade;SERVICOS;PROVEDOR SERVICOS;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;51792.76;0.0-0.5M;8616;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T01567;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;7885.1;0.0-0.5M;11129;0.0;0.0;0;2;3;2;7.0;2.0;4000.0;Desconectado;723.0;;;;;;;;;;;;;;;;;;;;;;426.62;8.5;8.5;7.0;7.5;9.0;7.0;8.5;8.5;8.5
T01637;CONTR.MANUT.FINAN.;SMS TOTVS SERIE T;RIODEJANEIRO;Agente de propriedade industrial;JURIDICO;ESCRITORIO DE ADVOCACIA;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;1947.42;0.0-0.5M;11052;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T01667;PROGRESS USER 11 SMS;CDU TOTVS SERIE T;COLOMBO;Fabricacao de cabines, carrocerias e reboques para caminhoes;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;8179.29;0.0-0.5M;10866;3.0;3352.04;0;2;3;2;4007.0;6.0;4000.0;Desconectado;2258.0;11.0;2.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;71A3301367;4.0;193.5;0.0;40.83;0.0;13.98;80.55;1364.8;0.0;1110.22;131.62;18372.76;165.01;18422.44;0.0;54.87;495.94;8.0;8.75;7.5;7.75;8.5;6.25;6.5;7.25;8.0
T01670;SMS TOTVS TEC USER;CDU TOTVS SERIE T;CAMPINAS;Fabricacao de outras maquinas e equipamentos de uso geral nao especificados anteriormente, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;171096.32;0.0-0.5M;11051;2.0;2934.86;0;2;3;2;5.0;2.0;4000.0;Desconectado;4925.0;1.0;1.0;ON PREMISES;Faixa 04 - De 25 M ate 35 M;7P11001020;20.0;20.0;0.0;0.0;0.0;0.0;5.92;5.92;0.0;0.0;118.46;118.46;118.46;118.46;0.0;0.0;207.5;8.0;8.5;7.5;6.5;6.0;7.0;8.5;8.0;8.5
T01690;SMS TOTVS TEC USER;CDU TOTVS SERIE T;PORTOALEGRE;Construcao de obras de arte especiais;CONSTRUCAO E PROJETOS;CONSTRUTORAS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;205828.16;0.0-0.5M;8859;2.0;562.06;0;2;3;3;520.0;3.0;0.0;Desconectado;10111.0;3.0;1.0;ON PREMISES;Faixa 10 - De 500 M ate 850 M;2010067-2;8.0;19.0;0.0;0.0;0.0;5.91;102.92;531.51;0.0;0.0;415.76;1367.41;415.76;1388.38;0.0;20.98;1137.11;6.0;8.0;4.0;6.0;9.0;7.0;7.0;10.0;10.0
T01695;CDU CORPORATIVO RB2 - TABELA A;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de artefatos de borracha nao especificados anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;111779.26;0.0-0.5M;7829;0.0;0.0;0;2;3;2;2.0;2.0;4000.0;Desconectado;54.0;;;;;;;;;;;;;;;;;;;;;;49.1;9.67;9.0;8.33;8.67;8.33;7.67;9.0;9.0;8.67
T01702;CDU  MED SEG TRABALHO NG TRAD;CDU TOTVS SERIE T;MORUNGABA;Fiacao de fibras artificiais e sinteticas;MANUFATURA;BENS DE CONSUMO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;10074.63;0.0-0.5M;4890;0.0;0.0;0;2;3;2;6.0;2.0;4000.0;Desconectado;1715.0;2.0;5.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;2010067-2;5.5;11.0;0.0;0.0;0.0;0.0;84.0;167.99;0.0;0.0;348.91;697.82;348.91;697.82;0.0;0.0;1839.33;9.75;9.5;9.25;9.25;9.75;9.25;9.25;9.75;9.25
T01724;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;RECIFE;Fabricacao de obras de caldeiraria pesada;MANUFATURA;BENS DE CAPITAL;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;20236.94;0.0-0.5M;11007;0.0;0.0;0;2;3;2;84.0;2.0;4000.0;Desconectado;477.0;;;;;;;;;;;;;;;;;;;;;;339.02;8.75;8.5;8.75;8.75;8.75;8.25;8.75;8.75;8.75
T01726;ADESAO AVALIACAO DE DESEMPENHO;CDU TOTVS SERIE T;SAOJOSEDOSCAMPOS;Desenvolvimento de programas de computador sob encomenda;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;4128.53;0.0-0.5M;4199;0.0;0.0;0;2;3;2;6.0;2.0;0.0;Desconectado;819.0;;;;;;;;;;;;;;;;;;;;;;366.44;6.5;7.0;6.5;6.5;6.5;6.5;6.5;6.5;6.5
T01743;SMS TOTVS TEC USER;CDU TOTVS SERIE T;BAURU;EDICAO INTEGRADA A IMPRESSAO DE JORNAIS DIARIOS;MANUFATURA;PAPEL & CELULOSE;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;69896.46;0.0-0.5M;5623;0.0;0.0;0;2;3;2;6.0;2.0;4000.0;Desconectado;807.0;;;;;;;;;;;;;;;;;;;;;;106.84;8.9;8.5;8.7;8.9;8.9;8.7;8.9;9.0;9.2
T01744;AHG GER. EXCEDENTE - BILLING;SAAS SERIE T;SAOPAULO;Desenvolvimento e licenciamento de programas de computador nao-customizaveis;SERVICOS;PROVEDOR SERVICOS;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1416.38;0.0-0.5M;279;1.0;1416.38;0;2;3;2;;;;;;3.0;1.0;ON PREMISES;Sem Informações de Faturamento;AGV.00129;230.0;461.0;0.0;0.0;0.0;17.52;1.68;864.06;0.0;0.0;386.75;1383.91;338.41;990.85;0.0;96.69;;;;;;;;;;
T01759;ASP CORPORATE;CDU TOTVS SERIE T;BARUERI;Fabricacao de moveis com predominancia de madeira;MANUFATURA;BENS DURAVEIS;CLOUD;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;12113.43;0.0-0.5M;10979;0.0;0.0;0;2;3;2;5.0;2.0;4000.0;Desconectado;481.0;;;;;;;;;;;;;;;;;;;;;;917.31;8.5;8.5;8.25;8.25;8.5;7.25;8.25;8.5;8.0
T01773;MOD FLUXO CAIXA PLA ON PREMISE;SMS TOTVS SERIE T;SAOPAULO;Producao de gas, processamento de gas natural;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;GESPLAN;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;10979.0;0.0-0.5M;10968;1.0;11571.34;0;2;3;2;;;;;;4.0;1.0;ON PREMISES;Sem Informações de Faturamento;2061269;1.0;131.0;0.0;0.0;5.9;23.61;21414.1;69534.98;0.0;0.0;21414.1;83128.89;25343.5;91370.67;5193.16;20772.63;;;;;;;;;;
T01777;SMS TOTVS TEC USER;CDU TOTVS SERIE T;DIADEMA;Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;10128.83;0.0-0.5M;6675;1.0;2764.63;0;2;3;2;5.0;2.0;4000.0;Desconectado;594.0;4.0;1.0;ON PREMISES;Faixa 02 - De 7.5 M ate 15 M;2F26001124;1.0;4.0;0.0;0.0;0.0;4.68;504.99;2687.32;0.0;0.0;504.99;2687.32;501.24;2890.02;0.0;210.19;340.31;10.0;10.0;9.0;10.0;10.0;9.0;9.67;10.0;9.67
T01846;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;TABOAODASERRA;Fabricacao de luminarias e outros equipamentos de iluminacao;MANUFATURA;BENS DE CAPITAL;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;94763.54;0.0-0.5M;10610;0.0;0.0;0;2;3;2;4.0;2.0;4000.0;Desconectado;2871.0;;;;;;;;;;;;;;;;;;;;;;749.13;9.6;9.2;9.0;9.0;8.6;8.2;9.6;9.6;9.6
T01872;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;NOVALIMA;Fabricacao de fornos industriais, aparelhos e equipamentos nao-eletricos para instalacoes termicas, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;MG;28723.87;0.0-0.5M;6198;2.0;0.01;0;2;3;2;6.0;2.0;4000.0;Desconectado;739.0;4.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;103600011-7;1.0;4.0;0.0;0.0;0.0;0.0;340.48;1419.33;0.0;0.0;340.48;1419.33;340.48;1419.33;0.0;0.0;287.07;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T01877;SMS TOTVS TEC USER;SMS TOTVS SERIE T;SAOROQUE;Comercio atacadista de materiais de construcao em geral;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;71218.29;0.0-0.5M;10889;0.0;0.0;0;2;3;2;5.0;2.0;4000.0;Desconectado;5143.0;;;;;;;;;;;;;;;;;;;;;;506.99;7.5;7.5;6.5;7.0;8.5;5.75;8.75;7.5;7.5
T01899;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Edicao integrada … impressao de revistas;MANUFATURA;PAPEL & CELULOSE;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;4960.94;0.0-0.5M;10874;0.0;0.0;0;2;3;2;5.0;2.0;4000.0;Desconectado;2091.0;;;;;;;;;;;;;;;;;;;;;;628.72;8.0;7.5;6.0;7.0;7.5;7.5;7.5;7.5;8.0
T01901;CDU CORPORATIVO RB1.3 TABELA C;CDU TOTVS SERIE T;JOINVILLE;Compra e venda de imoveis proprios;MANUFATURA;BENS DURAVEIS;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SC;32595.57;0.0-0.5M;7585;2.0;0.02;0;2;3;2;5.0;2.0;4000.0;Desconectado;3536.0;6.0;1.0;ON PREMISES;Faixa 04 - De 25 M ate 35 M;103600013-3;1.0;6.0;0.0;0.0;0.0;0.0;456.06;6893.81;0.0;0.0;456.06;6893.81;456.06;6893.81;0.0;0.0;885.21;9.0;9.17;9.0;9.0;9.0;9.0;9.0;9.0;9.0
T02029;AG.WN01.CsA;CDU TOTVS SERIE T;SAOBERNARDODOCAMPO;Hoteis;HOSPITALITY;HOSPEDAGEM;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;3500.51;0.0-0.5M;8249;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;638.66;7.0;10.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T02069;SMS TOTVS TEC USER;CDU TOTVS SERIE T;BELOHORIZONTE;Comercio varejista de outros produtos nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;49953.18;0.0-0.5M;4923;0.0;0.0;0;2;3;2;6.0;2.0;4000.0;Desconectado;3747.0;;;;;;;;;;;;;;;;;;;;;;397.23;8.0;9.0;6.0;8.0;8.0;5.0;9.0;8.5;6.0
T02072;CONTR.MANUT.DESENV.ESPEC.;CDU TOTVS SERIE T;ITATIBA;Fabricacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;64146.11;0.0-0.5M;9690;0.0;0.0;0;2;3;2;4093.0;2.0;4000.0;Desconectado;2164.0;1.0;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;3116001755;1.0;1.0;0.0;0.0;0.0;0.0;3061.87;3061.87;0.0;0.0;3061.87;3061.87;1887.52;1887.52;0.0;0.0;1932.38;8.0;8.0;9.0;8.5;8.0;7.0;8.0;8.0;8.5
T02076;CDU CORPORATIVO RB2.3 TABELA C;CDU TOTVS SERIE T;INDAIAL;Fabricacao de fogoes, refrigeradores e maquinas de lavar e secar para uso domestico, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SC;149736.41;0.0-0.5M;6530;1.0;0.0;0;2;3;2;5.0;2.0;4000.0;Desconectado;2978.0;2.0;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;103600031-1;1.0;2.0;0.0;0.0;0.0;0.0;4970.14;9940.29;0.0;0.0;4970.14;9940.29;4970.14;9940.29;0.0;0.0;656.08;8.6;8.8;8.4;8.8;8.6;7.6;8.6;8.6;8.4
T02084;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de artefatos de material plastico para uso pessoal e domestico;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;16695.41;0.0-0.5M;10756;0.0;0.0;0;2;3;2;5.0;2.0;4000.0;Desconectado;1414.0;;;;;;;;;;;;;;;;;;;;;;569.09;8.5;9.25;8.0;8.0;9.0;7.0;8.5;8.5;8.5
T02145;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;NOVAFRIBURGO;Fabricacao de artigos de serralheria, exceto esquadrias;MANUFATURA;BENS DE CAPITAL;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;RJ;436789.49;0.0-0.5M;9554;3.0;6796.28;0;2;0;3;4.0;2.0;4000.0;Desconectado;14963.0;8.0;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;1131001029-0;1.0;248.5;0.0;0.0;0.0;0.0;797.8;37903.76;0.0;0.0;4569.64;56656.41;4569.67;56486.61;0.0;0.0;1635.24;8.5;8.5;8.5;8.5;8.5;8.5;8.5;8.5;8.5
T02202;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Atividades de associacoes de defesa de direitos sociais;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;5275.81;0.0-0.5M;9041;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;121.75;;;;;;;;;
T02235;CONTR.MANUT.DESENV.ESPEC.;CDU TOTVS SERIE T;SAOPAULO;Servicos de comunicacao multimidia - SMC;SERVICOS;UTILITIES;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;14401.97;0.0-0.5M;10671;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T02250;SMS FULL TOTVS TRAD;SMS TOTVS SERIE T;SAOPAULO;Fabricacao de sucos concentrados de frutas, hortalicas e legumes;MANUFATURA;BENS DE CONSUMO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;252492.56;0.0-0.5M;7320;6.0;73511.37;0;2;0;3;4.0;2.0;0.0;Desconectado;17406.0;20.0;4.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;2010083-8;10.0;1576.0;0.0;0.0;0.0;50.51;154.25;27799.95;0.0;0.0;4616.83;180984.47;3099.26;187001.21;0.0;23783.11;768.29;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
T02262;CDU  MED SEG TRABALHO NG TRAD;CDU TOTVS SERIE T;SAOPAULO;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgencias;SAUDE;HOSPITAIS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;10241.58;0.0-0.5M;10688;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T02266;CDU CORPORATIVO RB1;CDU TOTVS SERIE T;SAOPAULO;Atividades de organizacoes religiosas;SERVICOS;PROVEDOR SERVICOS;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;28502.15;0.0-0.5M;7502;2.0;0.01;0;2;3;2;6.0;2.0;4000.0;Desconectado;2005.0;4.0;1.0;ON PREMISES;Faixa 04 - De 25 M ate 35 M;103600011-7;1.0;4.0;0.0;0.0;0.0;0.0;869.45;3800.55;0.0;0.0;869.45;3800.55;869.45;3800.55;0.0;0.0;415.07;;;;;;;;;
T02282;SMS TOTVS TEC USER;CDU TOTVS SERIE T;PETROLINA;Atividades de associacoes de defesa de direitos sociais;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;34520.13;0.0-0.5M;10644;0.0;0.0;0;2;3;2;200.0;2.0;4001.0;Desconectado;14946.0;;;;;;;;;;;;;;;;;;;;;;127.52;9.86;9.57;9.14;9.29;9.86;9.43;9.71;9.14;9.57
T02312;CDU TOTVS I TRAD;CDU TOTVS SERIE T;MOCOCA;Fabricacao de bicicletas e triciclos nao-motorizados, pecas e acessorios;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;12574.11;0.0-0.5M;10631;0.0;0.0;0;2;3;2;5075.0;1.0;4000.0;Desconectado;1611.0;;;;;;;;;;;;;;;;;;;;;;540.21;8.0;9.0;7.5;8.0;8.25;7.0;8.75;7.75;7.75
T02345;PROGRESS USER 11 CDU;CDU TOTVS SERIE T;ARACARIGUAMA;Fabricacao de artefatos de material plastico para usos industriais;MANUFATURA;METAL-MECANICO & PLASTICO;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;29327.26;0.0-0.5M;10610;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;108.71;8.67;3.33;8.0;8.0;7.33;8.33;8.67;8.67;8.67
T02382;SMS TOTVS TEC USER;CDU TOTVS SERIE T;LEME;Comercio atacadista de alcool carburante, biodiesel, gasolina e demais derivados de petroleo, exceto lubrificantes, nao realizado por transportador retalhista (TRR);LOGISTICA;ATACADISTA E DISTRIBUIDOR;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;56493.1;0.0-0.5M;4896;5.0;27458.21;0;2;3;2;5.0;2.0;4000.0;Desconectado;2286.0;11.0;1.0;ON PREMISES;Faixa 05 - De 35 M ate 50 M;0111001000-5;2.0;76.0;0.0;0.0;0.0;0.66;93.54;17144.35;0.0;0.0;559.53;29622.55;386.39;21695.52;0.0;67.26;1179.37;8.8;9.0;8.2;8.8;8.8;8.2;9.0;8.8;8.6
T02413;CDU LGT AGRO G. AGRIC TRAD;CDU TOTVS SERIE T;DOURADO;Fabricacao de alimentos para animais;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;47698.56;0.0-0.5M;7025;0.0;0.0;0;2;3;2;5721.0;8.0;4100.0;Desconectado;139.0;2.0;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;2012101-3;29.0;58.0;0.0;0.0;0.81;1.61;82.63;165.25;0.0;0.0;2388.72;4777.43;2031.19;4062.39;55.03;110.06;117.36;7.5;7.5;7.0;8.0;7.0;7.5;7.5;7.0;7.25
T02421;AHGORA ESTRATEGICO;CDU TOTVS SERIE T;TERESINA;Comercio atacadista de componentes eletronicos e equipamentos de telefonia e comunicacao;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;NAO INFORMADO;NAO INFORMADO;105;00 - Mensal;PI;6963.03;0.0-0.5M;10574;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T02424;SMS TOTVS TEC USER;SMS TOTVS SERIE T;SALVADOR;Armazens gerais - emissao de warrant;LOGISTICA;OPERADOR LOGISTICO;TECNOLOGIA;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;61835.84;0.0-0.5M;10243;0.0;0.0;0;2;3;2;533.0;3.0;533.0;Desconectado;1960.0;;;;;;;;;;;;;;;;;;;;;;317.68;9.75;10.0;9.0;9.38;9.62;9.0;8.75;10.0;9.75
T02434;SMS TOTVS TEC USER;CDU TOTVS SERIE T;LOUVEIRA;Impressao de material para outros usos;MANUFATURA;PAPEL & CELULOSE;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;29416.26;0.0-0.5M;7408;1.0;13074.72;0;2;3;2;10.0;2.0;4024.0;Desconectado;2810.0;7.0;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;0T63301009;1.0;13.0;12.61;50.45;0.0;126.1;243.34;11028.45;176.76;3759.88;589.21;12539.77;7488.23;80938.66;0.0;68398.89;1060.08;8.0;9.0;8.0;8.0;9.0;8.0;9.0;8.0;8.0
T02436;ADESAO TOTVS P;CDU TOTVS SERIE T;SAOPAULO;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;CLOUD INTERA;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;6290.27;0.0-0.5M;9426;0.0;0.0;0;2;3;2;7.0;2.0;4000.0;Desconectado;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T02500;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;129712.03;0.0-0.5M;8636;0.0;0.0;0;2;3;2;99.0;2.0;0.0;Desconectado;8.0;;;;;;;;;;;;;;;;;;;;;;207.84;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T02519;CDU LGT ESTOQUE E CUSTOS TRAD;SMS TOTVS SERIE T;SAOPAULO;Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas;VAREJO;VAREJO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;30427.09;0.0-0.5M;10517;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;161.34;;;;;;;;;
T02523;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;SOROCABA;Fabricacao de tintas de impressao;MANUFATURA;QUIMICA & RECICLAGEM;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;7639683.0;7.5-8.0M;11910;2.0;0.01;2;0;1;0;5.0;2.0;4000.0;Desconectado;519.0;2.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;1131001018-2;1.0;2.0;0.0;0.0;0.0;0.0;844.1;1688.2;0.0;0.0;844.1;1688.2;844.1;1688.2;0.0;0.0;731.22;7.0;7.0;7.8;7.6;6.8;6.2;7.0;6.8;7.4
T02542;CDU CORP TOTVS DIST/LOG RB1;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;157943.86;0.0-0.5M;10509;3.0;49.72;0;2;3;2;5.0;2.0;4000.0;Desconectado;2064.0;3.0;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;1131001141-0;1.0;3.0;0.0;0.0;0.0;0.0;4384.76;9361.86;0.0;0.0;4384.76;9361.86;4384.76;9361.86;0.0;0.0;540.73;8.0;6.0;7.5;8.0;8.5;7.5;8.5;7.5;7.5
T02553;CDU CORP TOTVS VAREJO RB1;CDU TOTVS SERIE T;MANAUS;Comercio atacadista de maquinas, aparelhos e equipamentos para uso agropecuario, partes e pecas;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;AM;44335.0;0.0-0.5M;6663;2.0;5841.47;0;2;3;2;5.0;2.0;4000.0;Desconectado;1758.0;3.0;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;1131001079-0;1.0;3.0;0.0;0.0;0.0;0.0;3490.26;12113.15;0.0;0.0;3490.26;12113.15;3490.26;12113.15;0.0;0.0;2319.28;9.33;8.0;8.67;9.0;9.33;8.67;9.33;9.0;8.67
T02571;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;48740.59;0.0-0.5M;10478;0.0;0.0;0;2;3;2;2.0;2.0;4000.0;Desconectado;1183.0;;;;;;;;;;;;;;;;;;;;;;604.09;9.0;9.67;8.33;8.33;9.0;7.33;9.0;9.0;8.33
T02610;SMS TOTVS TEC USER;CDU TOTVS SERIE T;CURITIBA;Construcao de rodovias e ferrovias;CONSTRUCAO E PROJETOS;CONSTRUTORAS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;159581.99;0.0-0.5M;9901;0.0;0.0;0;2;3;2;2.0;2.0;4000.0;Desconectado;4090.0;;;;;;;;;;;;;;;;;;;;;;762.23;8.75;7.5;8.75;8.75;8.75;8.75;8.75;8.75;8.75
